,Predicted_WindowFloatGlassType,NonWindowFloatGlassTypeProbability,WindowFloatGlassTypeProbability
1,1,0.213947596004616,0.786052403995384
2,0,0.643192413818257,0.356807586181743
3,0,0.763721241682888,0.236278758317112
4,0,0.714025704664638,0.285974295335362
5,1,0.4575047093768,0.5424952906232
6,0,0.729343845981336,0.270656154018664
7,1,0.344399847854689,0.655600152145311
8,1,0.251398366606587,0.748601633393413
9,0,0.67596501640124,0.32403498359876
10,1,0.388975596478711,0.611024403521289
11,0,0.718592687050943,0.281407312949057
12,1,0.265983009964404,0.734016990035596
13,0,0.645577503890811,0.354422496109189
14,1,0.410878955482897,0.589121044517103
15,1,0.273580139680151,0.726419860319849
16,1,0.398220442308419,0.601779557691581
17,1,0.131295983478147,0.868704016521853
18,0,0.59335105782601,0.40664894217399
19,0,0.561625600490016,0.438374399509984
20,0,0.609162775082582,0.390837224917418
21,0,0.718811010950519,0.281188989049481
22,1,0.201807262418605,0.798192737581395
23,1,0.465247670170058,0.534752329829942
24,1,0.29001665940144,0.70998334059856
25,0,0.521182684302066,0.478817315697934
26,1,0.305278029479732,0.694721970520268
27,0,0.691066494508341,0.308933505491659
28,0,0.608598483819863,0.391401516180137
29,0,0.510144455213367,0.489855544786633
30,0,0.535690675986178,0.464309324013822
31,1,0.302053582725038,0.697946417274962
32,1,0.280195387848923,0.719804612151077
33,1,0.457925483942315,0.542074516057685
34,1,0.263491624132088,0.736508375867912
35,1,0.411036020124229,0.588963979875771
36,0,0.568893003553675,0.431106996446325
37,0,0.634550101422497,0.365449898577503
38,1,0.436848119570315,0.563151880429685
39,1,0.0839679336121626,0.916032066387837
40,1,0.0839679336121626,0.916032066387837
41,1,0.278018126004986,0.721981873995014
42,1,0.441886088344163,0.558113911655837
43,0,0.569625800457715,0.430374199542285
44,1,0.101811176233111,0.898188823766889
45,0,0.556204951088486,0.443795048911514
46,0,0.700378706796236,0.299621293203764
47,1,0.49236322329071,0.50763677670929
48,1,0.334581983098028,0.665418016901972
49,1,0.093051875929045,0.906948124070955
50,0,0.747129896157112,0.252870103842888
51,1,0.124495816609305,0.875504183390695
52,0,0.541038195653107,0.458961804346893
53,0,0.668766639172215,0.331233360827785
54,0,0.795550783603977,0.204449216396023
55,0,0.760716984261171,0.239283015738829
56,0,0.662601003034592,0.337398996965408
57,0,0.736578974728507,0.263421025271493
58,0,0.664204770905933,0.335795229094067
59,1,0.222689066618354,0.777310933381646
60,1,0.420952993276478,0.579047006723522
61,1,0.45158788768419,0.54841211231581
62,0,0.612664268779188,0.387335731220812
