,Predicted_AverageOzoneReading
35,2.92577755348003
293,13.4393775545709
364,3.29532974525254
345,4.58928567382114
246,18.1928151442195
167,22.6415848608365
163,11.4608589281999
282,14.0246573301102
113,6.40103864064469
36,3.24573087942136
106,3.48038760017216
69,6.83607496265834
70,2.95320319006883
338,8.52756906959343
82,15.6064279731128
295,12.5185121972582
75,17.6201937388531
58,16.9347960029115
29,4.82538647569813
301,6.88388911025803
37,5.21003500859872
365,1.74974918397433
341,5.92241796794588
321,5.68979535159774
275,3.83672846931774
271,11.8340430182892
195,18.7557258392014
160,8.89034060349304
322,10.1659256493843
350,6.03663388378052
229,6.96946495101443
335,5.82053111835713
358,-0.764155377011575
128,12.9022044443019
356,0.306606285718127
303,8.56755950020576
125,13.1267158997016
56,12.8011080878836
79,3.93250500548228
252,18.047871117077
156,14.257944907593
237,20.1601233813036
43,5.34335774411978
62,-4.61810147425052
302,6.36304272169002
238,24.3576014001567
173,18.1970966588009
224,25.8054202780717
334,0.284968060954297
161,5.53455228067644
174,15.6644667945819
355,4.64245619213213
23,2.88244873567943
99,1.386972265104
257,18.843356812133
85,10.5184917263715
63,-1.17709567305177
93,12.9404976364931
48,11.1995355095552
133,25.3482481410438
287,22.2695317634485
19,8.6281174399467
13,8.50995175687176
278,15.6895616392251
14,6.1992205888804
27,9.85216968870179
78,13.7837961123139
337,4.76525496115948
198,14.4810225460413
5,4.82944540255715
105,6.06970321382405
83,13.1496948205272
348,3.84129969836592
243,30.1058401066233
120,18.1521278784688
71,6.3489267862494
72,9.59010066764207
96,3.92482371802145
191,26.821814364638
86,11.3366061320729
225,20.8173728155748
162,3.26745880655774
34,9.25345381248696
127,8.30638546223506
33,14.7195337323784
104,2.94953064809645
316,2.51218988629509
363,2.39659140440824
342,5.63753103273776
16,7.07047848188073
68,4.76911713853019
323,7.27507120290424
92,8.3152636367045
91,12
292,10.1283861938532
196,23.3345384716854
329,10.6525614828974
203,24.1555849531654
202,23.211686806543
30,8.1027954315253
208,19.542859107065
40,3.16558147919214
146,9.32279878558812
6,6.4314205291081
159,10.38697443592
132,23.8726041211838
176,19.9020992678233
233,21.1458570013249
251,21.2370441685815
240,29.4951021798394
274,8.45286815179034
54,2.0584025106455
259,6.41693232818562
286,17.0249009056216
188,31.0696677386987
261,7.14295427872993
61,2.3102871202647
281,20.9944178333289
112,20.8221999050573
289,12.9298974467814
114,13.3790416656086
7,-0.149804186683119
272,10.9743433977913
98,13.9916322718128
288,20.7071259620708
97,6.95251688972924
90,14.7682160077295
135,25.8538498328786
328,10.2945676445507
239,22.9147140065118
55,-0.697927375806522
280,25.1075564036842
49,14.819959243698
336,3.53772077371294
343,4.88104154568542
149,11.2671933130668
9,4.65999637269535
44,12.8306034818828
230,12.1305325184196
168,17.6701718478142
166,24.8355619306606
117,10.8625350401809
327,11.8880239045188
210,20.6271001729618
268,9.9831432437822
77,21.2715557654253
314,13.5558756815534
352,3.08949627848565
231,8.09797136115971
320,5.51720430281716
344,4.4261048585862
12,2.87601972599791
15,6.35716583857353
331,-0.656714285830615
351,2.11906682165145
296,7.51485496857511
273,10.8746283394203
170,22.8948158860709
41,3.19005232955225
22,1.92518771856658
155,17.3960727909714
119,6.37172899008164
169,18.4953643867517
266,16.1427676819388
310,12.3554664562449
51,3.81088904051456
357,0.424622163335397
100,13.1912687819858
216,13.195892292338
244,27.6542494070045
247,19.9282008910285
209,21.7052345795358
362,5.12227854720637
121,24.3110716666446
324,9.47302503747698
205,16.1378580560792
294,14.0154907418177
57,12.4203309369286
110,14.474833400209
134,28.3130413704704
8,0.917850591803294
65,9.07682128883576
317,-2.9174435762688
279,22.7041029914748
349,6.00209635087445
265,16.0613510579452
76,14.8789309300725
308,14.8621129536496
315,9.89068031721
194,16.6077020451859
154,16.896720608627
175,18.0706340845895
118,7.93815576723782
201,15.8421858781371
258,20.6113076836637
21,3.60118786421216
89,11.5453965817876
222,22.0840089223033
215,11.8722645444355
245,23.5319908213138
103,0.976643921079724
111,21.6893429604925
131,18.477298486719
