,Predicted_TipAmount
1,2.68822391448447
2,2.43452543120751
3,3.20519923696033
4,3.1835248390147
5,3.72741603887447
6,3.78765517379245
7,2.13987882545348
8,3.92224213935846
9,2.5535823948021
10,2.53570109337923
11,2.23552609187074
12,4.66846093610119
13,2.57982961794372
14,3.23392123316824
15,2.53770585453913
16,3.02403173279282
17,2.43245365330087
18,2.85123217243838
19,2.89942330868949
20,3.10315477088913
21,2.68667311611988
22,2.85524970363869
23,2.53545731360027
24,4.97208579687642
25,2.82261915869863
26,3.11161216801726
27,2.3747557011114
28,2.32979210671006
29,2.96043648557656
30,2.80881543924063
31,2.12773999844906
32,3.15281529992563
33,2.48694998318117
34,3.33285616697347
35,2.67678875565681
36,3.36754005414569
37,2.78229436387776
38,2.8255518647566
39,2.95608237042606
40,3.96212987976066
41,2.76291140569272
42,2.72302986028464
43,2.47836011139012
44,2.19765534000401
45,4.22855420149519
46,2.78239964949207
47,3.07296067334643
48,4.40772535806905
49,3.81360304293497
50,2.76444980235918
51,2.38424908573709
52,2.23547422719701
53,4.62663588326292
54,2.21430427524065
55,3.81034394753932
56,2.86936748177974
57,4.49087673524985
58,3.3185022694504
59,2.0018141785846
60,5.85927823589012
61,2.59191756580376
62,2.16165168605187
63,1.98841681904121
64,2.86987290484315
65,2.87510589459564
66,3.06001553928388
67,2.58235426645712
68,1.37984427828851
69,2.85239499454152
70,2.23838625698783
71,2.2859100565761
72,2.83570692466353
73,3.06643056788944
74,2.94830536897118
75,2.46456380524677
76,2.18854138163379
77,2.43002536783634
78,3.95486575517201
79,3.11781100725557
80,2.71530102511902
81,2.60470707983498
82,2.67072828712425
83,2.03949491177858
84,3.60742314488825
85,2.62303197888306
86,4.63417709995822
87,2.42109033747671
88,2.78608917395599
89,3.26802541363976
90,2.99719761798174
91,3.5404903215955
92,3.3203579227927
93,1.90611997158925
94,2.58720083946275
95,3.33917587920776
96,5.06382599557991
97,3.40471940106257
98,2.29961410362605
99,2.92419371456997
100,2.57914223376131
101,2.25402417823088
102,2.52242518480346
103,4.79913264342367
104,2.74038466564052
105,2.90133023363049
106,2.26101926953496
107,2.60581820693165
108,2.94466462733994
109,2.70933434286452
110,2.19213355703192
111,2.41679666010747
112,1.80910156930156
113,4.65724473480822
114,3.20432845266415
115,3.57654375871412
116,2.71089166679783
117,4.18698844195735
118,2.26271331272072
119,2.37962340643558
120,3.6901599868955
121,2.33203224886163
122,2.44592076406204
123,2.50430662893391
124,2.62093762795378
125,2.38294991725365
126,4.7155145017828
127,2.12799363245399
128,2.52065282426873
129,2.31030339982367
130,3.35126428333412
131,2.84395715903583
132,2.92960078517921
133,2.29656235630403
134,2.36833064917729
135,2.78315351817083
136,2.12605669869742
137,2.24200804156796
138,2.49539016312969
139,2.37084638430471
140,2.42842113805014
141,2.72662254329108
142,5.14825827212486
143,5.54076651221279
144,4.46156839151122
145,2.6530864233677
146,2.1160103888337
147,3.02791391754979
148,2.34252522444712
149,2.20797582457234
150,2.06494632484269
151,2.48719141980758
152,2.42368808398591
153,2.92228508265064
154,3.72581843887388
155,3.33864776366736
156,4.44223155985507
157,6.58768317526938
158,3.76162137394691
159,2.43976945043886
160,3.08525916166418
161,3.47632243548307
162,2.3922443682137
163,2.84389835397042
164,2.46954450960052
165,2.46658446765555
166,3.48184847460133
167,2.96286613350349
168,4.345491272929
169,1.96110465629797
170,1.96352043519725
171,5.43577635342537
172,2.29028614662311
173,1.82199423773935
174,3.53480806391218
175,2.42148047956153
176,3.62043131890619
177,2.49379811529297
178,2.26703586538665
179,1.96006309193298
180,3.76374071990281
181,4.27541417174268
182,2.87792591419686
183,4.99408332028256
184,3.31325934243021
185,4.27518554240995
186,3.65057933651527
187,2.9146470822361
188,4.16570039197205
189,2.71574813632095
190,3.08040080351912
191,2.3462628764294
192,2.62906121599485
193,3.26857896585796
194,2.33645224503141
195,2.40950555232781
196,2.06804517341449
197,2.00999844530514
198,5.06677664921528
199,2.17455308627622
200,2.20843083046671
201,2.76155964383116
202,2.15805455189836
203,2.17455308627622
204,2.3960857925529
205,3.11398047171613
206,2.60195779689768
207,3.27382287470406
208,4.55690025516689
209,2.87553135360483
210,2.09430851970974
211,3.5501069359169
212,3.45179673361271
213,5.86554152483183
214,2.12624963939786
215,3.39658274104041
216,2.10305259910812
217,3.8818434248919
218,2.02322086595622
219,1.794009044823
220,3.79886933784532
221,2.52988010896294
222,2.61557098697645
223,2.10182294724518
224,3.29906027641735
225,2.61702181393933
226,2.81806530126694
227,2.38853547296324
228,3.3156259605157
229,2.3687799619412
230,2.71901533074398
231,3.30285003085212
232,2.47874279462928
233,2.25926262783689
234,2.20515582357448
235,2.27205352593073
236,2.16056775921884
237,2.08563275200052
238,3.53539605267343
239,4.36124840786868
240,3.77222960794663
241,3.09063719223388
242,2.75974620907207
243,2.67961099987373
244,2.58623861757177
