,Predicted_Adjusted,AuditLowriskProbability,AuditHighriskProbability
1,0,0.982589771490751,0.0174102285092492
2,0,0.982589771490751,0.0174102285092492
3,0,0.982589771490751,0.0174102285092492
4,0,0.875,0.125
5,1,0.0765027322404372,0.923497267759563
6,0,0.982589771490751,0.0174102285092492
7,1,0.0765027322404372,0.923497267759563
8,0,0.982589771490751,0.0174102285092492
9,0,0.982589771490751,0.0174102285092492
10,0,0.982589771490751,0.0174102285092492
11,0,0.982589771490751,0.0174102285092492
12,0,0.982589771490751,0.0174102285092492
13,0,0.982589771490751,0.0174102285092492
14,0,0.982589771490751,0.0174102285092492
15,1,0.0765027322404372,0.923497267759563
16,0,1,0
17,0,0.982589771490751,0.0174102285092492
18,0,0.982589771490751,0.0174102285092492
19,0,0.982589771490751,0.0174102285092492
20,0,1,0
21,0,1,0
22,0,1,0
23,0,0.982589771490751,0.0174102285092492
24,0,0.982589771490751,0.0174102285092492
25,0,1,0
26,0,1,0
27,0,0.982589771490751,0.0174102285092492
28,0,0.923076923076923,0.0769230769230769
29,0,0.982589771490751,0.0174102285092492
30,0,0.982589771490751,0.0174102285092492
31,0,0.982589771490751,0.0174102285092492
32,0,0.982589771490751,0.0174102285092492
33,0,0.982589771490751,0.0174102285092492
34,0,0.982589771490751,0.0174102285092492
35,0,0.982589771490751,0.0174102285092492
36,0,0.982589771490751,0.0174102285092492
37,0,1,0
38,0,0.875,0.125
39,0,0.982589771490751,0.0174102285092492
40,0,0.982589771490751,0.0174102285092492
41,1,0.0765027322404372,0.923497267759563
42,0,0.982589771490751,0.0174102285092492
43,0,0.982589771490751,0.0174102285092492
44,0,0.982589771490751,0.0174102285092492
45,0,1,0
46,1,0.0765027322404372,0.923497267759563
47,0,0.982589771490751,0.0174102285092492
48,1,0.0765027322404372,0.923497267759563
49,0,0.982589771490751,0.0174102285092492
50,1,0.0765027322404372,0.923497267759563
51,0,0.982589771490751,0.0174102285092492
52,1,0.0765027322404372,0.923497267759563
53,0,0.875,0.125
54,0,0.982589771490751,0.0174102285092492
55,0,0.982589771490751,0.0174102285092492
56,0,0.875,0.125
57,0,0.982589771490751,0.0174102285092492
58,0,0.982589771490751,0.0174102285092492
59,0,0.982589771490751,0.0174102285092492
60,0,1,0
61,0,0.982589771490751,0.0174102285092492
62,0,0.982589771490751,0.0174102285092492
63,0,0.982589771490751,0.0174102285092492
64,1,0.272727272727273,0.727272727272727
65,0,1,0
66,0,0.982589771490751,0.0174102285092492
67,1,0.0765027322404372,0.923497267759563
68,0,0.982589771490751,0.0174102285092492
69,0,0.982589771490751,0.0174102285092492
70,0,0.982589771490751,0.0174102285092492
71,0,0.982589771490751,0.0174102285092492
72,0,0.875,0.125
73,0,0.982589771490751,0.0174102285092492
74,0,0.982589771490751,0.0174102285092492
75,1,0.0765027322404372,0.923497267759563
76,0,0.982589771490751,0.0174102285092492
