,Predicted_Type
1,0.844168902928778
2,0.966082179177032
3,1.10870266000076
4,0.896190484722595
5,1.49412460631308
6,0.863467945107801
7,0.842350252020445
8,0.895354269499668
9,0.998526515148443
10,1.12281789281517
11,0.847001756332037
12,1.06414535919454
13,1.04192471829595
14,0.737257875985902
15,0.708918022174592
16,1.09771862896804
17,1.05480003717514
18,1.18513412044992
19,0.751836469187097
20,1.09694322599404
21,1.09067827808708
22,1.43551027556975
23,0.877468055133872
24,1.2036260960949
25,1.15985107195785
26,1.37237164699828
27,0.989755696808702
28,1.25573833405793
29,1.09021454057484
30,1.15207326090503
31,1.19823416681154
32,1.05721938264344
33,1.15166378256356
34,1.07154870601049
35,1.1828214479454
36,1.27160843619244
37,1.20285030081917
38,1.35654727479427
39,1.24765982643356
40,1.03330988419827
41,1.24777709402201
42,1.34297743823981
43,0.845946011264278
44,1.55774414381472
45,1.34976450187925
46,1.17593634930326
47,0.993778022947601
48,1.1267718658621
49,1.30339606735253
50,1.08115194682482
51,1.18738186192447
52,0.90924085114837
53,0.941803118565406
54,1.03295565581578
55,1.13199056095198
56,1.41360951008806
57,1.18689414590734
58,1.0497675367954
59,1.02034659625066
60,2.42248980557897
61,2.16911733696001
62,2.58032633764537
63,1.82554997709955
64,1.98457875791602
65,2.10739993653945
66,1.74541918261334
67,1.62412721104766
68,1.97144141729725
69,1.92470952023511
70,1.8958520552803
71,2.16507341279286
72,1.72257279882553
73,2.08338460190776
74,1.56310362295931
75,1.91831243792093
76,2.3269760314924
77,2.06860535016128
78,2.15898123462436
79,1.77501036353072
80,1.8669987019939
81,2.02482820227456
82,1.55488919216928
83,2.11261106946088
84,2.41367978109602
85,1.80777268338137
86,1.75598942507051
87,2.25364089087348
88,2.1572695013704
89,2.04940452586636
90,2.04480448490193
91,2.13097902993589
92,2.36599436265346
93,2.21545002699928
94,1.88684409056422
95,2.18337444105211
96,1.55110693401276
97,2.30867237974854
98,1.84147753745226
99,1.60612216086817
100,1.72520795561109
101,1.8058830614524
102,1.98639971944397
103,1.90637327426103
104,2.4680054356723
105,1.75771882258136
106,1.97996364130787
107,1.82711739333106
108,2.12016566125897
109,2.15019079796022
110,1.54647704607358
111,2.28956645396764
112,2.0936436624298
113,1.80634991347002
114,2.3579000396734
115,2.00492059723641
116,2.18391649449625
117,2.08871456220008
118,2.01510644476681
119,2.34541655498803
120,1.96741503434617
121,1.74768014399055
122,1.33943677066372
123,2.09196808322009
124,1.92781871442431
125,1.84462586276243
126,1.9022541337413
127,1.92650898354594
128,2.36294161992644
129,2.10346113537218
130,2.21985122712328
131,2.33560065495894
132,2.59521863289682
133,2.86768871230288
134,2.78021533880076
135,2.82675740286447
136,2.82969389093607
137,2.80908887547596
138,3.13584747429885
139,2.72659796445016
140,2.85410952207054
141,2.45004339482472
142,2.31432742856192
143,2.57281585976477
144,2.50522973721716
145,2.6974635280707
146,2.53792937567172
147,2.92048556708982
148,3.022881136904
149,3.08261017892087
150,2.99475734519278
151,2.86506470879562
152,3.25312554475666
153,3.22853685820726
154,3.09926830907965
155,3.08429179112173
156,3.11199313785784
157,3.04629965984116
158,3.14636749892396
159,3.26940942512286
160,3.34925991332435
161,3.32719754470934
162,2.5118736225353
163,2.68281265415739
164,2.50033893438299
165,3.04165368003913
166,2.96267326760697
167,3.0962941073967
168,3.12374522369912
169,2.81807929265717
170,2.97253336044336
171,2.88740990419215
172,3.37186892405996
173,2.83493420464582
174,2.75268729208736
175,2.90221054682322
176,2.98054685508791
177,2.82399273422932
178,3.16264188965472
