,Predicted_TipAmount
1,2.66778869029497
2,2.51861013016122
3,3.03704947294957
4,2.99367174725616
5,3.5322778548991
6,3.56698907089287
7,2.33236962238581
8,3.70029707144183
9,2.57121935863524
10,2.56034679419172
11,2.38538075285998
12,4.64412100437777
13,2.58727717185847
14,3.08714164409607
15,2.57358573269369
16,2.87871286265099
17,2.52897993291064
18,2.78358394213288
19,2.83095193476993
20,2.89765581336591
21,2.60295214433578
22,2.72158447142467
23,2.52432989693127
24,4.89846829147793
25,2.68737675379739
26,2.92898327956512
27,2.42083006339647
28,2.39577817086963
29,2.77648172714007
30,2.6918016683535
31,2.28651566602504
32,2.9587090854361
33,2.49591442519734
34,3.11110065565401
35,2.59694072566281
36,3.09170887040578
37,2.68330401666791
38,2.72446166568203
39,2.79675873463143
40,3.60169930208404
41,2.67101180100111
42,2.6770297732466
43,2.52583999824933
44,2.36424474921639
45,4.03406354490955
46,2.71535445369226
47,2.91334056538299
48,4.2519771640922
49,3.55401723517632
50,2.70369588870307
51,2.47035020380539
52,2.39577375369888
53,4.58327768067252
54,2.37351257877926
55,3.58894506335524
56,2.77274473911508
57,4.65135339450058
58,3.04360391408625
59,2.3337182393819
60,6.76000324862749
61,2.69531761212956
62,2.42614970930407
63,2.32613200637072
64,2.93896722834184
65,2.74315212990034
66,2.86757036713671
67,2.55215798039405
68,1.99825152378577
69,2.70631814974499
70,2.47186315800359
71,2.3715966862565
72,2.73107870435265
73,3.05260920526458
74,2.96186593776734
75,2.48292386876074
76,2.31884810263835
77,2.59021469321988
78,3.52343927316067
79,2.81310050007129
80,2.56261811722696
81,2.64230109248547
82,2.53660466754046
83,2.19236642355985
84,3.39725213527246
85,2.50911290251681
86,4.27981160695809
87,2.39643751784095
88,2.60459203570138
89,2.91466192042481
90,2.73490737464076
91,3.45080215857811
92,3.03895565457519
93,2.29572074061911
94,2.71406636135544
95,3.07014707268605
96,5.70837802503254
97,3.32753425219376
98,2.51639995275355
99,2.93814495268503
100,2.54600326930974
101,2.49986867965045
102,2.67078430845168
103,5.12621078512657
104,2.81062972773425
105,2.75155268953953
106,2.48552253506161
107,2.70457866325946
108,2.94324355479383
109,2.61679759234272
110,2.45514399300677
111,2.44451202932042
112,2.11866065542671
113,4.52695018903536
114,3.00912174504339
115,3.35885748103901
116,2.6823344043245
117,3.98605652302905
118,2.32173363160797
119,2.38432560986076
120,3.31190801377624
121,2.34853172206081
122,2.42062072895556
123,2.4421638899971
124,2.50791374903055
125,2.38613257950992
126,4.50158558471833
127,2.24248296911533
128,2.4622669196351
129,2.34700154311828
130,2.99969456740992
131,2.63952832226506
132,2.70559146152924
133,2.33967651652815
134,2.37820233146623
135,2.61524897547496
136,2.25069992425777
137,2.31082800278897
138,2.44809963357816
139,2.49806774649543
140,2.41098211018
141,2.58137147514269
142,5.12161704519416
143,5.77314616836178
144,4.17340740125478
145,2.53808906622259
146,2.24556323153225
147,2.79152058025071
148,2.36427295291481
149,2.28346704686441
150,2.21067787308658
151,2.53111937354934
152,2.4934351750275
153,2.83215912303096
154,3.50816777703274
155,3.17045284059954
156,4.38673690766162
157,10.9231362442738
158,3.56507439515846
159,2.51439478156079
160,2.97400063128063
161,3.2849014349886
162,2.47501075820023
163,2.79278352366215
164,2.52058260041133
165,2.67788969884695
166,3.25763778437351
167,2.83618558663088
168,4.17418560251369
169,2.32051898159588
170,2.32188799311354
171,6.43438831883891
172,2.50330800012079
173,2.27121490791853
174,3.52075351204299
175,2.63502586043844
176,3.60541799527422
177,2.68307912072775
178,2.53570946466286
179,2.36030600285431
180,3.75416056783942
181,4.48870142404764
182,2.95726378761383
183,5.66428355640024
184,3.38175717921186
185,4.37127118799921
186,3.47418701539835
187,3.02880391659065
188,4.39240259473938
189,2.8766072494288
190,3.14583958278443
191,2.58611206253248
192,2.67082495234073
193,3.11246592160872
194,2.47762385117827
195,2.52127227095761
196,2.2122311421413
197,2.29219758138771
198,5.46601741615672
199,2.39421008857426
200,2.40311682942407
201,2.76729418942728
202,2.38478024065417
203,2.39421008857426
204,2.52476171578462
205,3.04811460542867
206,2.67450419568214
207,3.23348344610245
208,4.75245321946196
209,2.89241182334941
210,2.39719671244045
211,3.48162704926972
212,3.42490099307834
213,6.77746493380411
214,2.41595892777118
215,3.36093740784193
216,2.40231804445717
217,3.90789664306014
218,2.34588975844735
219,2.21860704196613
220,3.79807822231758
221,2.16748175234782
222,2.2140076022378
223,1.97692201045804
224,2.42843603042701
225,2.20574681022088
226,2.30645388726326
227,2.11495950928329
228,3.08028081362851
229,2.41748433100479
230,2.79565602027103
231,3.29032565663197
232,2.64199101040611
233,2.35703833954598
234,2.3277627688377
235,2.49221170574276
236,2.30391629476131
237,2.3817359737486
238,3.43220565130872
239,4.04875740002736
240,3.42611790737054
241,3.07166891622731
242,2.8098121894146
243,2.59865543869001
244,3.18195617772534
