,Predicted_Adjusted,AuditLowriskProbability,AuditHighriskProbability
1,0,1,2.22044604925033e-16
2,0,0.999999999997072,2.92790963630445e-12
3,0,0.999999992214037,7.78596318847506e-09
4,0,0.518520085656787,0.481479914343213
5,1,0.399407495850542,0.600592504149458
6,0,0.999999999984023,1.59771656390099e-11
7,1,0.0369151591249223,0.963084840875078
8,0,0.999999977351555,2.26484450603385e-08
9,0,0.999999839099522,1.609004781034e-07
10,0,0.999999999869254,1.30745683091887e-10
11,0,1,2.22044604925033e-16
12,0,1,2.22044604925033e-16
13,0,1,2.22044604925033e-16
14,0,1,2.22044604925033e-16
15,1,0.0332339667962983,0.966766033203702
16,0,0.999999986242729,1.37572714469319e-08
17,0,1,2.22044604925033e-16
18,0,0.999999999999995,5.03927793308321e-15
19,0,0.528870043041159,0.471129956958841
20,0,0.545625986959427,0.454374013040573
21,0,0.999810689910932,0.000189310089067687
22,0,0.998641893376309,0.00135810662369089
23,0,1,2.22044604925033e-16
24,0,0.99875892540372,0.00124107459627991
25,0,1,2.22044604925033e-16
26,0,0.999879623750872,0.000120376249128201
27,0,0.999951417949252,4.85820507478105e-05
28,0,0.991724283719539,0.00827571628046142
29,0,0.728805112247043,0.271194887752957
30,0,0.999399518523091,0.000600481476909277
31,0,0.999999999999993,7.3703926032994e-15
32,1,0.409739884171755,0.590260115828245
33,0,1,2.22044604925033e-16
34,0,1,2.22044604925033e-16
35,0,0.999999984812238,1.51877622746906e-08
36,0,1,2.22044604925033e-16
37,0,0.9208277200215,0.0791722799785001
38,0,0.99999932933448,6.70665520452808e-07
39,0,0.949873052593938,0.050126947406062
40,0,0.999952017539084,4.79824609164104e-05
41,1,0.0171249411099801,0.98287505889002
42,0,0.99999999998955,1.04499962245057e-11
43,0,0.747317672935219,0.252682327064781
44,0,1,2.22044604925033e-16
45,0,0.982462958060308,0.0175370419396919
46,0,0.539948693913194,0.460051306086806
47,0,1,2.22044604925033e-16
48,1,0.177504096068306,0.822495903931694
49,0,1,2.22044604925033e-16
50,1,0.41887848542645,0.58112151457355
51,0,0.999997401473842,2.59852615781476e-06
52,1,1.55798733914025e-08,0.999999984420127
53,0,0.723283654061127,0.276716345938873
54,0,1,2.22044604925033e-16
55,0,0.999999999999995,5.46588030463529e-15
56,0,0.997706617342574,0.002293382657426
57,0,0.999997659986204,2.34001379562378e-06
58,0,0.999981746588687,1.82534113127195e-05
59,0,0.999999999222467,7.77533079877306e-10
60,0,0.595290194254641,0.404709805745359
61,0,0.999686590198447,0.000313409801552944
62,0,0.999999999412043,5.87956714876692e-10
63,0,0.999999980932783,1.90672172172977e-08
64,0,0.809219970331111,0.190780029668889
65,0,0.990438144388364,0.00956185561163637
66,0,0.999999953478244,4.65217562452714e-08
67,1,0.0430221879963889,0.956977812003611
68,0,0.999928726665181,7.12733348194626e-05
69,0,1,2.22044604925033e-16
70,0,1,2.22044604925033e-16
71,0,0.989045535784757,0.0109544642152434
72,0,0.999999999999997,2.70017576371294e-15
73,0,1,2.22044604925033e-16
74,0,0.99999999993969,6.03096877575468e-11
75,1,0.252158181596958,0.747841818403042
76,0,1,2.22044604925033e-16
77,0,1,2.22044604925033e-16
78,1,0.00990156552381183,0.990098434476188
79,0,0.999555675280771,0.000444324719228989
80,0,1,2.81918409763954e-16
81,0,0.999993061727069,6.93827293111422e-06
82,0,0.994710214853437,0.00528978514656305
83,0,0.999999843179214,1.56820785965776e-07
84,1,0.0860058246290026,0.913994175370997
85,0,0.999999997160638,2.83936151674376e-09
86,0,0.972133001912801,0.027866998087199
87,0,1,2.22044604925033e-16
88,0,0.985226880133594,0.014773119866406
89,0,0.999999999972447,2.75526918249294e-11
90,0,0.999999999988865,1.11349255156601e-11
91,1,0.0190132301989808,0.980986769801019
92,0,0.962760547127388,0.0372394528726115
93,0,0.999999999995547,4.45347640529147e-12
