,Predicted_price
1,7207.07578992667
2,7207.07578992667
3,7207.07578992667
4,7207.07578992667
5,7207.07578992667
6,7207.07578992667
7,7207.07578992667
8,7207.07578992667
9,6983.84596501846
10,6988.70073109847
11,6988.70073109847
12,6983.84596501846
13,6983.84596501846
14,7178.67430409537
15,6998.87658804114
16,7010.38540727912
17,7010.38540727912
18,7207.07578992667
19,7207.07578992667
20,6983.84596501846
21,6991.44465761996
22,6983.84596501846
23,7021.31179349143
24,7031.8474104573
25,7091.3757723088
26,7106.68733269041
27,7207.07578992667
28,7207.07578992667
29,7207.07578992667
30,7207.07578992667
31,7207.07578992667
32,7207.07578992667
33,7207.07578992667
34,7011.5230997642
35,6983.84596501846
36,6983.84596501846
37,7011.82145197549
38,7022.35706894136
39,7207.07578992667
40,7207.07578992667
41,7207.07578992667
42,7207.07578992667
43,7207.07578992667
44,7207.07578992667
45,7207.07578992667
46,7207.07578992667
47,7207.07578992667
48,7207.07578992667
49,7207.07578992667
50,6983.84596501846
51,6986.03596614419
52,7030.16072111782
53,7181.29030409537
54,7207.07578992667
55,7207.07578992667
56,7207.07578992667
57,7207.07578992667
58,7207.07578992667
59,7207.07578992667
60,7025.66039483287
61,7100.31652868411
62,7025.66039483287
63,7027.8503959586
64,7125.29593680602
65,7038.38601292447
66,7117.72203326818
67,7043.02493694259
68,7125.29593680602
69,7081.41795164495
70,7207.07578992667
71,7207.07578992667
72,7207.07578992667
73,7207.07578992667
74,7207.07578992667
75,7207.07578992667
76,7207.07578992667
77,7207.07578992667
78,7207.07578992667
79,7207.07578992667
80,7207.07578992667
81,7207.07578992667
82,7207.07578992667
83,7207.07578992667
84,7207.07578992667
85,6983.84596501846
86,7178.67430409537
87,6998.87658804114
88,7036.17089311042
89,7159.65428541772
90,7207.07578992667
91,7207.07578992667
92,7207.07578992667
93,7207.07578992667
94,7207.07578992667
95,7207.07578992667
96,7207.07578992667
97,7207.07578992667
98,7101.61288757617
99,7159.48780526783
100,7178.54637757388
101,7173.37745252013
102,7207.07578992667
103,7207.07578992667
104,7207.07578992667
105,7207.07578992667
106,7207.07578992667
107,7207.07578992667
108,7207.07578992667
109,7207.07578992667
110,7003.42695262772
111,7071.41150534317
112,7045.86433401983
113,7144.16037989324
114,7177.85871729977
115,7177.85871729977
116,7144.86077982079
117,7164.0311952111
118,7167.88119652009
119,7159.65428541772
120,7139.93132976501
121,7198.18671989292
122,7204.33186340518
123,7204.33186340518
124,7204.33186340518
125,7207.07578992667
126,7207.07578992667
127,7207.07578992667
128,7207.07578992667
129,7207.07578992667
130,7207.07578992667
131,7207.07578992667
132,7207.07578992667
133,7207.07578992667
134,7192.18618624347
135,7207.07578992667
136,7207.07578992667
137,7207.07578992667
138,7207.07578992667
139,7207.07578992667
140,7207.07578992667
141,7155.15561044294
142,7207.07578992667
143,7155.15561044294
144,7207.07578992667
145,7207.07578992667
146,7155.15561044294
147,7207.07578992667
148,7199.50188638883
149,7207.07578992667
150,7207.07578992667
151,7207.07578992667
152,7207.07578992667
153,7207.07578992667
154,7207.07578992667
155,7207.07578992667
156,7207.07578992667
157,7207.07578992667
158,7207.07578992667
159,7207.07578992667
