,Predicted_Species,NonVersicolorProbability,VersicolorProbability
1,0,0.920423292688141,0.0795767073118592
2,0,0.719686239438994,0.280313760561006
3,0,0.827975416830715,0.172024583169285
4,0,0.730226174685701,0.269773825314299
5,0,0.939501987010516,0.0604980129894837
6,0,0.985936534588719,0.0140634654112812
7,0,0.909752571331013,0.0902474286689866
8,0,0.875780298662225,0.124219701337775
9,0,0.634091269851817,0.365908730148183
10,0,0.688374281232527,0.311625718767473
11,0,0.954943248601179,0.0450567513988211
12,0,0.85153831700749,0.14846168299251
13,0,0.653694434305713,0.346305565694287
14,0,0.709404550744174,0.290595449255826
15,0,0.993286057789397,0.00671394221060295
16,0,0.999301948918217,0.000698051081782668
17,0,0.993983877925192,0.00601612207480798
18,0,0.942766995143125,0.0572330048568751
19,0,0.972221425700964,0.0277785742990363
20,0,0.975912268238012,0.0240877317619882
21,0,0.855575785264854,0.144424214735146
22,0,0.976569710926874,0.0234302890731262
23,0,0.964223076621485,0.0357769233785154
24,0,0.913897181912425,0.0861028180875752
25,0,0.789962017497974,0.210037982502026
26,0,0.670086941378613,0.329913058621387
27,0,0.92164811900931,0.0783518809906898
28,0,0.910701844141991,0.0892981558580093
29,0,0.897107819083308,0.102892180916692
30,0,0.760971341882359,0.239028658117641
31,0,0.714557527597455,0.285442472402545
32,0,0.940562428891522,0.0594375711084779
33,0,0.983297879634904,0.0167021203650957
34,0,0.995111940339659,0.00488805966034094
35,0,0.745936390038871,0.254063609961129
36,0,0.858448736936776,0.141551263063224
37,0,0.939572149493093,0.0604278505069072
38,0,0.913717919864349,0.0862820801356515
39,0,0.719177123893478,0.280822876106522
40,0,0.879046735566857,0.120953264433143
41,0,0.949629171639646,0.0503708283603541
42,1,0.36527864614814,0.63472135385186
43,0,0.815390033421829,0.184609966578171
44,0,0.97231947341632,0.0276805265836795
45,0,0.966422907023417,0.0335770929765834
46,0,0.76923576852675,0.23076423147325
47,0,0.957861074016569,0.0421389259834312
48,0,0.802667261103381,0.197332738896619
49,0,0.953395985861652,0.0466040141383484
50,0,0.858656169129731,0.141343830870269
51,0,0.75141976412238,0.24858023587762
52,0,0.81879896210913,0.18120103789087
53,0,0.697343627771098,0.302656372228902
54,1,0.271160397033284,0.728839602966716
55,0,0.584293230405544,0.415706769594456
56,1,0.429400887496752,0.570599112503248
57,0,0.856821098190368,0.143178901809632
58,1,0.306380932443604,0.693619067556396
59,0,0.518634021991513,0.481365978008487
60,0,0.589763804257692,0.410236195742308
61,1,0.0997521725460008,0.900247827453999
62,0,0.773249980374357,0.226750019625643
63,1,0.115230787400686,0.884769212599314
64,0,0.523078240403742,0.476921759596258
65,0,0.750186043653029,0.249813956346971
66,0,0.760744934999741,0.239255065000258
67,0,0.678879904340481,0.321120095659519
68,1,0.302779430801735,0.697220569198265
69,1,0.23914384928464,0.76085615071536
70,1,0.295364170833588,0.704635829166412
71,0,0.865447980966862,0.134552019033138
72,0,0.610665322079059,0.389334677920941
73,1,0.297240607248415,0.702759392751585
74,1,0.329278683049037,0.670721316950963
75,0,0.599215471226503,0.400784528773497
76,0,0.703275958156795,0.296724041843205
77,1,0.473209801713344,0.526790198286656
78,0,0.72171076690049,0.27828923309951
79,0,0.644363313609911,0.355636686390089
80,1,0.413812206821449,0.586187793178551
81,1,0.263133653717666,0.736866346282334
82,1,0.234133398252931,0.765866601747069
83,1,0.492994136288847,0.507005863711153
84,1,0.401135194217845,0.598864805782155
85,0,0.667273176008612,0.332726823991388
86,0,0.908979569136997,0.0910204308630033
87,0,0.739708066900506,0.260291933099494
88,1,0.212928478142108,0.787071521857892
89,0,0.66975488669817,0.33024511330183
90,1,0.38523105148021,0.61476894851979
91,1,0.267893267676861,0.732106732323139
92,0,0.616221026752838,0.383778973247162
93,1,0.399264299395111,0.600735700604889
94,1,0.25822835709066,0.74177164290934
95,1,0.453830168789696,0.546169831210304
96,0,0.581562483727603,0.418437516272397
97,0,0.586142495228407,0.413857504771593
98,0,0.586731066659855,0.413268933340145
99,0,0.536682690463716,0.463317309536284
100,0,0.554795284431406,0.445204715568594
101,0,0.942342817082182,0.0576571829178175
102,0,0.590544017721524,0.409455982278476
103,0,0.7336929857956,0.2663070142044
104,0,0.524637892739742,0.475362107260258
105,0,0.781400667097656,0.218599332902344
106,0,0.560407659181284,0.439592340818716
107,1,0.459830786577722,0.540169213422278
108,1,0.370780059514292,0.629219940485708
109,1,0.252458514833385,0.747541485166615
110,0,0.98286630357407,0.0171336964259302
111,0,0.904206889673024,0.0957931103269756
112,0,0.566559107242506,0.433440892757494
113,0,0.813655299761892,0.186344700238108
114,0,0.557546649670877,0.442453350329123
115,0,0.892560147208693,0.107439852791307
116,0,0.949860142619712,0.0501398573802885
117,0,0.629927048742861,0.370072951257139
118,0,0.936969861315961,0.063030138684039
119,1,0.358403199403217,0.641596800596783
120,1,0.128011873472741,0.871988126527259
121,0,0.920470829735109,0.0795291702648914
122,0,0.752978347704966,0.247021652295035
123,1,0.344991538288841,0.655008461711159
124,0,0.616656328459739,0.383343671540261
125,0,0.883726351586972,0.116273648413028
126,0,0.643263208362569,0.356736791637431
127,0,0.697880437051327,0.302119562948673
128,0,0.770605664704775,0.229394335295225
129,0,0.66663597687943,0.33336402312057
130,1,0.446892190066053,0.553107809933947
131,1,0.442703686811529,0.557296313188471
132,0,0.927544316806762,0.0724556831932377
133,0,0.726130639475099,0.273869360524901
134,1,0.415315944674433,0.584684055325567
135,1,0.129508543285363,0.870491456714637
136,0,0.816926702447276,0.183073297552724
137,0,0.969856867200556,0.0301431327994445
138,0,0.682371992823641,0.317628007176359
139,0,0.789208496745534,0.210791503254466
140,0,0.873941673004587,0.126058326995413
141,0,0.92877591087655,0.0712240891234504
142,0,0.95755627964457,0.0424437203554302
143,0,0.590544017721524,0.409455982278476
144,0,0.89145746306592,0.10854253693408
145,0,0.96966270458662,0.0303372954133803
146,0,0.926908001425756,0.0730919985742444
147,0,0.528206289185908,0.471793710814092
148,0,0.818441780844035,0.181558219155965
149,0,0.967839004813933,0.0321609951860669
150,0,0.709123893136629,0.290876106863371
