,Predicted_AverageOzoneReading
5,4.36788008209978
6,6.59329567072651
7,2.25722468884328
8,3.27132773982658
9,4.82276997294255
12,6.93210573898558
13,6.98398563086471
14,4.77484338447791
15,6.08111721003959
16,4.94450538693642
19,8.88330550357442
21,4.21002593770635
22,4.36044872215692
23,4.40873515910601
27,8.40729308998193
29,6.32933255897611
30,6.96819519993588
33,15.6051385945984
34,9.08059207459709
35,4.17296602960673
36,2.46032031374859
37,4.6241518887558
40,3.06800966103293
41,4.91975932828094
43,7.58725498167216
44,11.176551546221
48,12.9577019768624
49,13.8419681088813
51,3.79939116172095
54,4.15186611640848
55,3.99527038287498
56,10.8357286443918
57,12.9943377832777
58,15.9541206865401
61,2.716863837078
62,1.16037116711638
63,0.193152256017093
65,4.90678378997392
68,5.44492264752463
69,5.68062593087121
70,4.09599325716779
71,5.18076317101777
72,10.1847099212605
75,15.6219097052154
76,10.9279845294865
77,20.8544831675335
78,12.0162349191734
79,5.12364890845703
82,15.4403996944876
83,11.9597680301829
85,7.78253498221737
86,10.6280796917874
89,10.0291464508836
90,11.4574353107251
91,5.77112047847697
92,6.29097125677493
93,13.0617417411577
96,3.1913072382018
97,6.22329937879647
98,11.5927936117743
99,3.13039356825566
100,10.0825240072439
103,5.41517090352091
104,3.7104546502114
105,4.09592660243273
106,4.9983717613691
110,15.4061336171607
111,22.1224477266232
112,20.2594486977478
113,7.66206227052747
114,12.628222467973
117,10.6322852577375
118,6.46903876352245
119,4.76907468047942
120,18.6378550555008
121,23.0404565539147
125,10.9252344918525
127,5.92333315635589
128,9.96980853193817
131,18.50018809447
132,24.3615598549272
133,28.3051855393041
134,26.0466435525013
135,26.552986396467
146,8.81563532724316
149,9.82475401297032
154,16.0046624921023
155,13.5857439406394
156,12.3424080923039
159,10.8372379020965
160,9.72742974105851
161,4.98756791630339
162,4.38435743423438
163,11.0457977918471
166,24.9784042376939
167,23.8414105752408
168,14.1004268125407
169,19.7149118450029
170,24.2820407489659
173,19.8660523534054
174,17.2312374006531
175,15.934663029119
176,19.6865128853507
188,36.2313786912349
191,29.4275707380241
194,22.8552971581151
195,18.0400499181197
196,23.2791858132585
198,10.5917036873233
201,17.9275395224995
202,25.4566089269302
203,26.6682683386478
205,16.7218949944728
208,22.3410766906312
209,22.1445104843671
210,17.8269230468841
215,13.4576814465171
216,10.0796825497746
222,19.1987681236303
224,25.1174540879271
225,23.4868798160566
229,4.13422379331176
230,12.2597910828375
231,6.14731180752381
233,19.4608333883023
237,21.6553855769775
238,23.078621975908
239,22.3015482683374
240,29.3217695955899
243,30.965929797598
244,23
245,23.1964943239492
246,18.8097286219675
247,15.6805628133204
251,23.4554583600659
252,17.6951804177079
257,17.8163275048262
258,21.6107046109687
259,6.40607793902941
261,9.26702173158205
265,17.8672900253102
266,16.6820529084509
268,11.0672125201584
271,10.389451041661
272,10.4682898302204
273,11.2316174801567
274,6.4900782255112
275,5.30676215198538
278,15.1158150379141
279,21.7524404153243
280,24.5202006160595
281,22.3230286825933
282,14.9651293877281
286,20.6611012792855
287,20.7566048124518
288,20.9294281816272
289,13.167292633495
292,11.2210534861658
293,16.2167957457003
294,11.7055337878949
295,11.8867567956078
296,9.11389000756518
301,5.42387922615588
302,5.57884310537576
303,9.77599850864466
308,9.04103401192419
310,6.79873597845247
314,11.9525539134866
315,9.7919163637156
316,3.50469545367959
317,1.76247307965515
320,5.38467139101565
321,4.66694300467697
322,10.02908838541
323,5.52363910264365
324,10.0571774350146
327,12.2833254992466
328,9.6265215094419
329,9.10255648109674
331,2.80067832877222
334,2.86610017785522
335,5.04136120118713
336,2.49014670063814
337,4.94966769157514
338,4.91496655577408
341,4.22191999399806
342,6.14463023584184
343,4.69267325295303
344,3.91984315660734
345,5.56050523024505
348,4.11253121923141
349,6.27972634754488
350,4.31261388870989
351,1.71173534034254
352,4.30058130406716
355,4.51475079611678
356,2.64296327990904
357,2.22690287322724
358,1.3881773728336
362,4.06038401141101
363,3.08927296479998
364,4.3865546343204
365,1.87675708810196
