,Predicted_Type,FirstClassWineProbability,SecondClassWineProbability,ThirdClassWineProbability
1,1,1,7.0658067989005e-19,3.43466698023782e-26
2,1,1,7.0658067989005e-19,3.43466698023782e-26
3,1,1,1.68305977709738e-23,3.46541368567786e-47
4,1,1,7.0658067989005e-19,3.43466698023782e-26
5,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
6,1,1,7.0658067989005e-19,3.43466698023782e-26
7,1,1,7.0658067989005e-19,3.43466698023782e-26
8,1,1,7.0658067989005e-19,3.43466698023782e-26
9,1,1,1.68305977709738e-23,3.46541368567786e-47
10,1,1,7.06539016978844e-19,3.4337473004355e-26
11,1,1,5.11433829353293e-19,7.91350443409203e-27
12,1,1,4.49677311499787e-23,3.00690196270468e-45
13,1,1,6.9816472530969e-19,3.25275062362655e-26
14,1,1,1.68305977709738e-23,3.46541368567786e-47
15,1,1,7.0658067989005e-19,3.43466698023782e-26
16,1,1,7.0658067989005e-19,3.43466698023782e-26
17,1,1,7.0658067989005e-19,3.43466698023782e-26
18,1,1,1.20008801008607e-19,1.09415983146446e-29
19,1,1,7.0658067989005e-19,3.43466698023782e-26
20,1,0.999999999999281,7.18988722640066e-13,3.29216154514333e-22
21,1,1,2.31379035197399e-17,5.70080033188514e-43
22,1,0.999999999999281,7.18988722640066e-13,3.29216154514333e-22
23,1,1,1.68305977709738e-23,3.46541368567786e-47
24,1,1,1.68305977709738e-23,3.46541368567786e-47
25,1,1,4.00468440481863e-23,1.6430009170508e-46
26,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
27,1,1,1.71424395121773e-23,3.76674048197467e-47
28,1,1,1.74579683071425e-23,4.09204221715271e-47
29,1,1,1.68305977709738e-23,3.46541368567786e-47
30,1,1,1.68305977709738e-23,3.46541368567786e-47
31,1,1,1.68305977709738e-23,3.46541368567786e-47
32,1,1,7.0658067989005e-19,3.43466698023782e-26
33,1,1,1.68305977709738e-23,3.46541368567786e-47
34,1,1,7.0658067989005e-19,3.43466698023782e-26
35,1,1,1.68305977709738e-23,3.46541368567786e-47
36,1,1,1.68418826768242e-23,3.46958633287151e-47
37,1,0.999999999999303,6.96714368892855e-13,2.85370836621402e-22
38,1,1,1.68305977709738e-23,3.46541368567786e-47
39,1,1,1.68305977709738e-23,3.46541368567786e-47
40,1,0.999999999999281,7.18988722640066e-13,3.29216154514333e-22
41,1,1,1.71265471839759e-17,3.32176924508292e-43
42,1,1,7.0611790825356e-19,3.4244623936079e-26
43,1,1,1.69239811338419e-23,3.55359989158837e-47
44,1,0.999999999999249,7.50622938843166e-13,3.55671051299736e-22
45,1,1,1.68305977709738e-23,3.46541368567786e-47
46,1,1,7.0658067989005e-19,3.43466698023782e-26
47,1,1,6.13860209744389e-19,1.81312422526754e-26
48,1,1,1.68305977709738e-23,3.46541368567786e-47
49,1,1,1.68305977709738e-23,3.46541368567786e-47
50,1,1,7.0658067989005e-19,3.43466698023782e-26
51,1,1,7.0658067989005e-19,3.43466698023782e-26
52,1,1,1.68305977709738e-23,3.46541368567786e-47
53,1,1,7.0658067989005e-19,3.43466698023782e-26
54,1,1,7.0658067989005e-19,3.43466698023782e-26
55,1,1,7.0658067989005e-19,3.43466698023782e-26
56,1,1,1.68313874673425e-23,3.46615220400213e-47
57,1,1,7.06574103667107e-19,3.43452180192256e-26
58,1,1,7.0658067989005e-19,3.43466698023782e-26
59,1,1,7.06561148231342e-19,3.43423580853544e-26
60,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
61,2,0.000263865576961483,0.999504971602627,0.000231162820411948
62,3,6.47747926190845e-12,7.34576033085291e-06,0.999992654233192
63,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
64,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
65,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
66,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
67,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
68,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
69,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
70,2,0.0356956777419918,0.964304322252446,5.56176964065789e-12
71,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
72,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
73,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
74,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
75,1,0.999973454148702,2.6545851281328e-05,1.62499937437113e-14
76,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
77,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
78,3,6.47759302549551e-12,7.34586093670935e-06,0.999992654132586
79,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
80,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
81,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
82,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
83,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
84,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
85,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
86,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
87,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
88,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
89,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
90,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
91,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
92,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
93,2,0.0356980535987749,0.964301946395665,5.56039657358557e-12
