,Predicted_Species,NonVersicolorProbability,VersicolorProbability
1,0,0.926215865531989,0.0737841344680108
2,0,0.734415092181342,0.265584907818658
3,0,0.868535189610093,0.131464810389907
4,0,0.788250411394209,0.211749588605791
5,0,0.947417295447185,0.0525827045528155
6,0,0.981375393518257,0.0186246064817427
7,0,0.941829256911977,0.0581707430880228
8,0,0.8913356831202,0.1086643168798
9,0,0.71256082670704,0.28743917329296
10,0,0.695211127632071,0.304788872367929
11,0,0.947574072571568,0.0524259274284325
12,0,0.884967932633132,0.115032067366868
13,0,0.667165618783879,0.332834381216121
14,0,0.794118780609028,0.205881219390972
15,0,0.984156171668822,0.0158438283311785
16,0,0.996768528746289,0.00323147125371082
17,0,0.989616273200212,0.0103837267997885
18,0,0.947535480159943,0.0524645198400572
19,0,0.959116446419986,0.0408835535800141
20,0,0.975959721810474,0.0240402781895256
21,0,0.837546633903279,0.162453366096721
22,0,0.976979547697564,0.023020452302436
23,0,0.974717298849415,0.0252827011505845
24,0,0.926767052239356,0.0732329477606442
25,0,0.83144260754869,0.16855739245131
26,0,0.663475199617093,0.336524800382907
27,0,0.936065926272989,0.0639340737270112
28,0,0.912119648398768,0.0878803516012322
29,0,0.897391808736915,0.102608191263085
30,0,0.809013736221011,0.190986263778989
31,0,0.746914924897236,0.253085075102764
32,0,0.934863549788018,0.0651364502119824
33,0,0.980008636542875,0.0199913634571248
34,0,0.990023499587969,0.00997650041203091
35,0,0.766447609552745,0.233552390447255
36,0,0.871038119719614,0.128961880280387
37,0,0.924843117197384,0.0751568828026159
38,0,0.928879665272936,0.0711203347270639
39,0,0.798247522358987,0.201752477641013
40,0,0.887198636048507,0.112801363951493
41,0,0.956223558349322,0.0437764416506775
42,1,0.368541764894853,0.631458235105147
43,0,0.882271675393065,0.117728324606935
44,0,0.976586084967753,0.0234139150322475
45,0,0.969963592078433,0.0300364079215669
46,0,0.805795869786429,0.194204130213571
47,0,0.960523598077645,0.0394764019223551
48,0,0.855935580159277,0.144064419840723
49,0,0.949622553669212,0.0503774463307884
50,0,0.873607330380135,0.126392669619865
51,0,0.562099436924128,0.437900563075872
52,0,0.761669901304976,0.238330098695024
53,0,0.509946964571657,0.490053035428343
54,1,0.210634780996843,0.789365219003157
55,1,0.4241405832392,0.5758594167608
56,1,0.366087845918563,0.633912154081437
57,0,0.830715413877544,0.169284586122456
58,1,0.309200604379511,0.690799395620489
59,1,0.319521544823607,0.680478455176393
60,0,0.644362570371177,0.355637429628823
61,1,0.0816853154113958,0.918314684588604
62,0,0.764525664903676,0.235474335096324
63,1,0.0501230336808528,0.949876966319147
64,1,0.418174088847628,0.581825911152372
65,0,0.758727416343379,0.241272583656621
66,0,0.622652317431462,0.377347682568538
67,0,0.702504074984673,0.297495925015327
68,1,0.196374338578896,0.803625661421104
69,1,0.124790674695591,0.875209325304409
70,1,0.213534054750435,0.786465945249565
71,0,0.882754685554052,0.117245314445948
72,0,0.505912664329017,0.494087335670983
73,1,0.164608074697797,0.835391925302203
74,1,0.201463508768389,0.798536491231611
75,1,0.443373329535044,0.556626670464956
76,0,0.55563537580109,0.44436462419891
77,1,0.251257511285583,0.748742488714417
78,0,0.594796913442713,0.405203086557287
79,0,0.591896355705572,0.408103644294428
80,1,0.310548493558286,0.689451506441714
81,1,0.192638514599656,0.807361485400344
82,1,0.161302553665009,0.838697446334991
83,1,0.40485393385641,0.59514606614359
84,1,0.311722608724889,0.688277391275111
85,0,0.719762736644246,0.280237263355754
86,0,0.911527675218177,0.0884723247818229
87,0,0.603514464021077,0.396485535978923
88,1,0.0953626878549196,0.90463731214508
89,0,0.673559657757692,0.326440342242308
90,1,0.335734754274363,0.664265245725637
91,1,0.210925101843405,0.789074898156595
92,0,0.534258656095097,0.465741343904903
93,1,0.298845059471986,0.701154940528014
94,1,0.237715005157167,0.762284994842833
95,1,0.405659795476867,0.594340204523133
96,0,0.5424964829955,0.4575035170045
97,0,0.553491772720474,0.446508227279526
98,1,0.464199298965597,0.535800701034403
99,0,0.559638793164319,0.440361206835681
100,0,0.510890510930595,0.489109489069405
101,0,0.949722370309458,0.0502776296905415
102,0,0.594656022011008,0.405343977988992
103,0,0.583571959777544,0.416428040222456
104,1,0.427363386696963,0.572636613303037
105,0,0.750535862082824,0.249464137917176
106,1,0.287062816633874,0.712937183366126
107,0,0.570536413067328,0.429463586932672
108,1,0.148066263961254,0.851933736038746
