,Predicted_Type
1,0.845943848858113
2,0.991364856784731
3,1.09889705269623
4,0.860502561273264
5,1.43887572136979
6,0.843429989347498
7,0.910407220893967
8,0.896336043577259
9,1.04023492970151
10,1.09374249876151
11,0.834449593068114
12,1.10928796099063
13,1.06769862893308
14,0.777871100004141
15,0.737468450800642
16,1.063096926799
17,1.02438536620153
18,1.09189599257004
19,0.688595451411147
20,1.11107379731121
21,1.05604053236837
22,1.44894877461321
23,0.880084707194489
24,1.20966446234415
25,1.15260370569308
26,1.2898138181625
27,0.991350181954807
28,1.27999697751277
29,1.05740100614099
30,1.19715098307904
31,1.14516168125338
32,1.01177084287117
33,1.14902124314951
34,0.992246065450383
35,1.19018239595711
36,1.21639942806875
37,1.21931333899466
38,1.36571369385613
39,1.2426452254498
40,1.07078223630674
41,1.18785732156023
42,1.31954734291569
43,0.846943733524281
44,1.53174583679484
45,1.29095908155928
46,1.15027715980332
47,0.996246248625859
48,1.09643130895269
49,1.28913716625462
50,0.999233383151246
51,1.21202672248074
52,0.942184039318918
53,0.881009764548479
54,1.0114982352062
55,1.11478306598961
56,1.38107093533941
57,1.16238770021257
58,1.0208848295639
59,0.983598245811797
60,2.54431081502071
61,2.14384653969812
62,2.50247415892665
63,1.80827767796331
64,1.85541028799327
65,2.05729705665807
66,1.71070677491835
67,1.56103228765257
68,1.88706069209544
69,1.91744010401851
70,1.93034606526662
71,2.22799801664412
72,1.6502518217683
73,2.03689694169052
74,1.36274824933629
75,1.85314845238415
76,2.30130864977322
77,2.06357649299613
78,2.13669404616802
79,1.81524910529463
80,1.74529582261778
81,1.9310704125746
82,1.53054902256212
83,2.06478169129534
84,2.36125499544833
85,1.85799222408467
86,1.75080686198895
87,2.19044245355287
88,2.04656217813222
89,1.99266437718634
90,1.99024882561525
91,2.15593629813209
92,2.34381932939138
93,2.22169941450223
94,1.88329026980854
95,2.10495515615664
96,1.52792488408659
97,2.38613667205064
98,1.8085311430574
99,1.46184222887162
100,1.65541950856452
101,1.73257826486199
102,2.03060857809275
103,1.84242383533497
104,2.4010374153174
105,1.70898846987351
106,1.87943345620306
107,1.80841949782748
108,2.09503309027778
109,2.09760431168638
110,1.50718897859572
111,2.21649677393432
112,2.02722642665943
113,1.7310631715467
114,2.25777192484191
115,1.87879166297431
116,2.02081489403992
117,2.05387460909749
118,1.93012734111333
119,2.4033455805764
120,1.97894763802504
121,1.64134042778675
122,1.01549547574007
123,1.98504118669865
124,1.87141252568751
125,1.79544978246491
126,1.77380457330548
127,1.78438395181336
128,2.1703937775099
129,1.99271242854914
130,2.17963057657009
131,2.41727111985738
132,2.65184202361691
133,2.87134420373651
134,2.80922811049222
135,2.87687701539186
136,2.81245258100252
137,2.87598121866562
138,3.07362251546605
139,2.77075788289187
140,2.79767902382668
141,2.50882609524758
142,2.40577829710526
143,2.61030560256943
144,2.56191742305054
145,2.72337253218239
146,2.62408991013396
147,3.0865519605803
148,3.03228352084322
149,3.09039823876779
150,2.93921250940503
151,2.83322080520094
152,3.19416501921003
153,3.18827382823379
154,3.09802074251778
155,3.07413622475137
156,3.10294543586055
157,3.10837257521304
158,3.02233647115431
159,3.17943576822929
160,3.29777059414259
161,3.2570891632362
162,2.56379485461054
163,2.66221255219231
164,2.58728556545309
165,3.05554821708971
166,3.00323589740617
167,3.04785934569086
168,3.12678471689131
169,2.83188999673855
170,2.95876462493753
171,2.94746171653274
172,3.35553777115778
173,2.91025798067742
174,2.80474687033314
175,2.92214919151672
176,2.97283996938151
177,2.81731898882431
178,3.14231897231531
