,Predicted_price
4,11619.7725452919
5,15300.0574391729
7,15820.8579075247
9,16756.324300019
11,14404.334935562
12,14079.5440289869
13,18558.4128321504
14,17593.2184804904
19,4557.99091885936
20,5738.25906231193
21,5954.85875188284
22,5775.21883262415
23,7213.24858247903
24,8488.38615434577
25,7165.34024148024
26,7606.06755657602
27,7606.06755657602
29,9696.08615174461
30,10856.1279550166
31,4453.43665172655
32,6939.47055971234
33,5598.95405455981
34,6666.23140306412
35,6659.22587973088
36,7445.45391744028
37,7113.31711315927
38,8286.27865481669
39,8250.54032401168
40,8936.48900641769
41,8791.47511316931
42,9273.01523724771
43,9541.66942939936
48,31278.6436168256
51,6301.5303044477
52,7066.4307907319
53,7063.96908932363
54,7659.80282591547
55,7648.72825844746
60,8779.27451048618
61,9250.78195625981
62,8779.27451048618
63,9250.78195625981
65,8579.96163805805
66,16479.7168283196
68,27497.8356828382
69,25637.3810261146
70,25869.7547786477
71,32292.0290105243
73,35022.9654935623
77,5887.89486083279
78,7379.78026589452
79,7347.69083422909
80,8738.81360038476
81,10089.2999901173
82,9073.31063995231
86,9483.32514656624
87,9447.9762472848
88,10603.2909106599
89,9837.27190864908
90,7890.38142892494
91,6302.07263743776
92,7872.61372091837
93,7684.57602425839
94,7606.41397410097
95,7852.49238200241
96,7308.00297924302
97,7665.40323376107
98,7599.00264027598
99,7759.66064600701
100,8366.70500149297
101,9008.95586795852
102,16707.5367506508
103,15967.1618520928
104,15671.6491794576
105,16972.3882590723
106,20419.3690569617
107,19740.9756006484
108,15853.5014234887
109,16712.006248248
112,16506.0214355617
113,16561.8591869723
116,15718.32201647
117,16561.8591869723
118,19551.6091521733
119,5761.82187199314
120,8494.36142994453
121,7190.96011755419
122,8020.56259413164
123,7990.44946426816
124,9421.01356166308
126,18862.3908411485
133,12981.1286627909
134,13335.6465238779
135,13955.2164306508
136,13226.048879912
137,16632.9107558612
138,17234.7352937801
139,6558.36501687381
140,7403.21556851282
141,8436.73672298702
142,7443.03848708405
143,8311.52574619725
144,9071.10535267186
145,9560.25061473861
146,11075.1910064189
147,7796.72631250522
148,9197.77966555463
149,11794.6485936208
150,9349.283725968
151,5843.30150364845
152,6893.07668985117
153,6742.29123963928
154,7256.78023523669
155,9247.75116978723
156,8666.00037268683
157,7727.50702958925
158,7241.67808797884
159,7768.47194472869
160,7794.93780898891
161,6477.16231836717
162,7475.12468909678
163,7958.56139480967
164,9231.40602548422
165,8548.85045766087
166,10752.0621021612
167,9837.25768594542
168,12969.3141882291
169,12975.9536482171
170,11899.4005321446
171,12742.7396562014
172,11676.0307668069
173,17796.9326951054
174,7724.40905569539
175,10511.2824108031
176,7624.57007434656
177,8173.79701244211
178,7599.42428928053
179,16950.7809823006
180,19285.9268171934
181,16782.5907252741
183,9636.93266814032
184,9441.94029701562
185,9213.94688219797
186,9035.53767993597
187,8985.09089472656
188,8740.67526310005
189,9776.94483149801
191,9279.81934572011
195,14675.0608967427
196,13710.8696125039
197,13173.9723772404
198,12414.4462057641
199,19638.0272018434
200,17980.7617019255
201,14474.4229083215
202,22143.6928836362
203,21839.8764190175
204,19172.82894862
205,24092.9428357584
