,Predicted_AverageOzoneReading
5,7.52380952380952
6,3.91304347826087
7,3.91304347826087
8,7.52380952380952
9,3.91304347826087
12,7.52380952380952
13,7.52380952380952
14,7.52380952380952
15,7.52380952380952
16,14.9411764705882
19,7.52380952380952
21,5.25
22,5.25
23,5.25
27,7.52380952380952
29,7.52380952380952
30,7.52380952380952
33,10.5714285714286
34,9.33333333333333
35,3.91304347826087
36,3.91304347826087
37,3.91304347826087
40,3.91304347826087
41,3.91304347826087
43,9.33333333333333
44,5.25
48,17.3333333333333
49,10.5714285714286
51,3.91304347826087
54,5.25
55,5.25
56,10.5714285714286
57,10.5714285714286
58,17.3333333333333
61,3.91304347826087
62,3.91304347826087
63,3.91304347826087
65,3.91304347826087
68,5.25
69,3.91304347826087
70,3.91304347826087
71,3.91304347826087
72,10.5714285714286
75,17.3333333333333
76,10.5714285714286
77,17.3333333333333
78,10.5714285714286
79,10.5714285714286
82,10.5714285714286
83,10.5714285714286
85,10.5714285714286
86,9.33333333333333
89,5.25
90,9.33333333333333
91,10.5714285714286
92,10.5714285714286
93,10.5714285714286
96,3.91304347826087
97,9.33333333333333
98,9.33333333333333
99,3.91304347826087
100,9.33333333333333
103,3.91304347826087
104,3.91304347826087
105,3.91304347826087
106,3.91304347826087
110,10.5714285714286
111,19
112,17.3333333333333
113,5.25
114,10.5714285714286
117,10.5714285714286
118,5.25
119,9.33333333333333
120,17.3333333333333
121,29.75
125,7.52380952380952
127,3.91304347826087
128,7.52380952380952
131,21.25
132,24.8
133,21.25
134,24.8
135,24.8
146,7.52380952380952
149,7.52380952380952
154,14.9411764705882
155,14.9411764705882
156,17.3333333333333
159,10.5714285714286
160,10.5714285714286
161,9.33333333333333
162,5.25
163,9.33333333333333
166,24.8
167,24.8
168,14.9411764705882
169,14.9411764705882
170,24.8
173,19
174,14.9411764705882
175,14.9411764705882
176,14.9411764705882
188,29.75
191,21.25
194,21.25
195,19
196,19
198,21.25
201,21.25
202,29.75
203,29.75
205,21.25
208,21.25
209,29.75
210,24.8
215,7.52380952380952
216,7.52380952380952
222,21.25
224,24.8
225,21.25
229,5.25
230,7.52380952380952
231,9.33333333333333
233,19
237,21.25
238,24.8
239,21.25
240,29.75
243,29.75
244,24.8
245,14.9411764705882
246,14.9411764705882
247,14.9411764705882
251,24.8
252,14.9411764705882
257,19
258,19
259,5.25
261,7.52380952380952
265,19
266,14.9411764705882
268,7.52380952380952
271,7.52380952380952
272,7.52380952380952
273,5.25
274,9.33333333333333
275,5.25
278,14.9411764705882
279,24.8
280,29.75
281,24.8
282,14.9411764705882
286,14.9411764705882
287,24.8
288,24.8
289,17.3333333333333
292,10.5714285714286
293,14.9411764705882
294,10.5714285714286
295,17.3333333333333
296,5.25
301,5.25
302,10.5714285714286
303,17.3333333333333
308,14.9411764705882
310,7.52380952380952
314,7.52380952380952
315,7.52380952380952
316,9.33333333333333
317,3.91304347826087
320,5.25
321,10.5714285714286
322,17.3333333333333
323,10.5714285714286
324,10.5714285714286
327,10.5714285714286
328,10.5714285714286
329,7.52380952380952
331,9.33333333333333
334,17.3333333333333
335,7.52380952380952
336,10.5714285714286
337,10.5714285714286
338,7.52380952380952
341,7.52380952380952
342,10.5714285714286
343,10.5714285714286
344,3.91304347826087
345,7.52380952380952
348,5.25
349,9.33333333333333
350,17.3333333333333
351,5.25
352,9.33333333333333
355,9.33333333333333
356,5.25
357,5.25
358,10.5714285714286
362,7.52380952380952
363,9.33333333333333
364,5.25
365,3.91304347826087
