,Predicted_TipAmount
1,2.51195942058253
2,2.42359982918173
3,2.90072316834833
4,2.94841570549234
5,3.05864559236286
6,3.26678062510534
7,2.30413708726498
8,3.37839671024794
9,2.53729246078714
10,2.52669028666078
11,2.35592886173253
12,3.85989591148385
13,2.55294898329531
14,2.85922124429631
15,2.42815968290393
16,2.83669845771273
17,2.33072594511433
18,2.66834796138703
19,2.58520583122611
20,3.15278836259781
21,2.89058737906375
22,2.87973902748002
23,2.65954854934817
24,5.36525572333605
25,2.99522009257958
26,3.08797064219323
27,2.66744027843674
28,2.63701633656724
29,3.10648411903927
30,2.84637152228905
31,2.50508037751318
32,3.12107384476607
33,2.62798483021447
34,3.10658761623439
35,2.88316603041076
36,3.38421090660578
37,2.90036141698123
38,2.79940370135843
39,3.03355393902743
40,4.00593149363892
41,2.88598637226987
42,2.64041587298373
43,2.49303458531852
44,2.33528207014233
45,3.65485010269959
46,2.67774245960667
47,2.87036219080693
48,3.83306533983193
49,3.36946990367179
50,2.66638891804221
51,2.43889090679515
52,2.26905698487352
53,3.81771743071158
54,2.34433588424257
55,3.28521150697314
56,2.73361342749473
57,4.8252942288234
58,3.2433126950441
59,2.49795338222919
60,7.68681035862366
61,2.9174577969945
62,2.60429587091586
63,2.48925226608027
64,3.00595879318035
65,2.9705055748249
66,3.11715740839994
67,2.69049768344143
68,2.0829937192532
69,3.01880021274273
70,2.65711372543729
71,2.60771103915127
72,2.80639957761973
73,3.15106689367304
74,3.05434347707959
75,2.61356800465671
76,2.54399457912049
77,2.7945542225264
78,3.64012740628257
79,3.06965389125019
80,2.77344669506937
81,2.78726033600438
82,2.74296218373043
83,2.30271418916303
84,3.64218170654748
85,2.71080148376602
86,4.1226561170582
87,2.57959068609441
88,2.82274427478511
89,3.19115230251195
90,2.97666347809995
91,3.38420266605724
92,3.07863783309484
93,2.17598528355575
94,2.54887310629915
95,2.94513407440442
96,4.96428545002001
97,3.2654125859869
98,2.47991652241587
99,2.88916249275871
100,2.57323465204774
101,2.35881049168898
102,2.51061224380123
103,5.12775015658195
104,2.89356910891163
105,2.91335816800834
106,2.67292489469741
107,2.92832588205811
108,3.21058260705708
109,2.9076947763658
110,2.51775940848412
111,2.69626042173264
112,2.26447985039851
113,4.23317079066259
114,2.96342101234071
115,3.01909917036344
116,2.5248686533903
117,3.61534832695716
118,2.38564097262568
119,2.45186579893303
120,3.21606829290629
121,2.52409486058735
122,2.49031481112983
123,2.63272317408713
124,2.70939999010062
125,2.45377917889697
126,3.9723032273131
127,2.401855557316
128,2.53447531781626
129,2.41236301519715
130,3.18490032180433
131,2.86387963726587
132,2.79340961538898
133,2.40461471387888
134,2.44538256826103
135,2.6970877675882
136,2.31060933475678
137,2.37411293243353
138,2.51944756099848
139,2.62704553920757
140,2.48010080819636
141,2.66102408918829
142,4.83693579266484
143,5.73643660886855
144,3.71423001532521
145,2.61499295109053
146,2.30518867649489
147,2.80153768588274
148,2.43063804431514
149,2.44899720587435
150,2.36535796799362
151,2.49818444267708
152,2.4614192379596
153,2.71301272838971
154,3.21731042108581
155,2.93064030319633
156,3.54510809883293
157,7.25857541678504
158,3.08323903093291
159,2.3753318169937
160,2.76178112782251
161,3.02829795308537
162,2.44343947017284
163,2.55329713047064
164,2.48790591652499
165,2.45895717459512
166,3.10158436403879
167,2.79534034030358
168,3.76964984732568
169,2.37619985708364
170,2.37763729006404
171,7.28694032347629
172,2.69353216561558
173,2.19510793214893
174,3.34350473053588
175,2.53365075589458
176,3.41987071848927
177,2.5781067648777
178,2.44157777254212
179,2.18823687293043
180,3.5535989974386
181,3.86899880501698
182,2.83061761751504
183,4.95509079492415
184,3.01673095157359
185,4.10256382006284
186,3.0867610621478
187,2.6758891467791
188,3.65351052933016
189,2.55624213777664
190,2.9125960907393
191,2.48833665411273
192,2.6824055207905
193,3.31642272909076
194,2.60441576063235
195,2.65275492905678
196,2.36713866333854
197,2.40005666411632
198,4.95578051255921
199,2.40317897330302
200,2.52210827903264
201,2.84081168390469
202,2.39366587386245
203,2.40317897330302
204,2.5349223331343
205,3.03924271617593
206,2.61343796925397
207,3.43305345263803
208,4.93433373121561
209,3.15011303639988
210,2.45677615933217
211,3.71450948187804
212,3.51701667054096
213,7.7094265012515
214,2.47651289861734
215,3.36005691194218
216,2.46216269346517
217,3.86771662097001
218,2.51192213371684
219,2.36636052110577
220,3.65394006143178
221,2.24848201261047
222,2.20697926288489
223,2.08802305599269
224,2.41820395360198
225,2.28974359318602
226,2.29895485676293
227,2.10841973739493
228,3.25684890189479
229,2.66337333337146
230,2.87768010495439
231,3.37507348296559
232,2.77302839354753
233,2.59009702261551
234,2.55474277950839
235,2.68067269668974
236,2.52600988940771
237,2.55312222685808
238,3.80225144824182
239,4.21935006722426
240,3.78963571388116
241,3.17140725490203
242,3.05226166261197
243,2.88528252437328
244,3.07568552381063
