,Predicted_AverageOzoneReading
5,4.00986306417328
6,4.94775001349937
7,4.60757349998047
8,4.70146084092158
9,4.33379119383788
12,5.17194412679093
13,5.91608751161181
14,4.41118447055726
15,6.4800743599152
16,6.1293047463579
19,6.84119636420935
21,5.09466871038915
22,4.2332053141254
23,4.26848712358506
27,5.2830516672181
29,4.98030070571866
30,4.74594749226141
33,11.2949631996155
34,4.84428498936339
35,4.5092785282175
36,3.77068487513091
37,4.19027158766119
40,4.20927882499806
41,4.54459750298592
43,5.24902760761519
44,7.59126052601855
48,10.4193553475355
49,13.9461143528418
51,5.83829650967555
54,6.44113349955219
55,4.51595217037869
56,7.22512701848331
57,7.8959158034273
58,10.091717554401
61,3.80830806657494
62,4.11475671888489
63,3.29831826873741
65,4.37270027390502
68,4.79076905259474
69,3.81651819860611
70,3.50524437751304
71,4.1923735878819
72,7.29529673006771
75,15.9848899076197
76,10.5399362862002
77,9.62413093768822
78,6.55786396618916
79,8.42726205603541
82,9.89973509545433
83,11.5088449468527
85,6.29488372556903
86,5.42579291141808
89,8.17347959175408
90,5.07046936168965
91,6.04553058681518
92,6.66972241702812
93,12.4904366468765
96,4.87075375218881
97,4.70230960514081
98,12.7825333539408
99,4.81268392050707
100,5.13706005106555
103,4.91956602672461
104,4.69655761812283
105,5.38517415473949
106,7.11444191390699
110,25.4502079838687
111,22.2014608598434
112,28.5997662891762
113,5.7859725526441
114,10.006487572422
117,9.61085279724789
118,4.82427987321758
119,6.00845136636084
120,18.0106020440984
121,15.074937955019
125,10.1446330926267
127,6.14849183473269
128,12.6548676379007
131,11.6881142278216
132,25.338573265062
133,31.7523875882949
134,27.945850670315
135,30.7459303420629
146,5.70680174994136
149,8.04907015090415
154,12.2190924932619
155,6.83280013644407
156,7.06698711696845
159,6.80171772909157
160,6.17326227191348
161,4.18362516709937
162,4.08278936192861
163,5.69191528477047
166,26.5028731139743
167,25.333184670901
168,17.1695038224757
169,12.1569553041171
170,22.8202838979299
173,19.4267147430998
174,16.1375427998617
175,17.2233280869034
176,14.2838873723579
188,36.4112686062084
191,25.1312661694505
194,12.6909796303143
195,11.6575281115959
196,15.4800322993594
198,16.6786476758754
201,24.6594707066733
202,26.9354443078291
203,52.1231769427701
205,20.935243613391
208,15.6078015506357
209,16.0582612972737
210,21.0413216429718
215,10.2673944129238
216,7.5673371449564
222,12.6405339249612
224,25.5913425515742
225,15.7014963509342
229,8.13332213928354
230,8.19640928284953
231,7.32505558371205
233,12.0774826036742
237,21.4710074973523
238,24.899125479783
239,25.169041501194
240,32.0370196434659
243,37.9040952394397
244,22.9999999999996
245,19.0783707091967
246,19.2251088718394
247,15.7302349346828
251,32.8022976854338
252,17.2895333013656
257,25.3631783591538
258,19.4300154127249
259,10.4225830520224
261,8.24161169217455
265,15.9449483348192
266,16.497108535699
268,12.9470520378867
271,10.9410287228316
272,13.7592550583477
273,7.5316424288423
274,5.4064765155992
275,5.76564500038689
278,17.1261710503336
279,25.9816908944842
280,24.6933385865585
281,67.4249288254047
282,13.1707599562467
286,16.0600406305717
287,28.2529060385685
288,21.4256352824652
289,18.8450483126667
292,8.70974747863939
293,25.7446685885004
294,13.1120711147905
295,12.5745610454443
296,9.58059585781852
301,7.55498565807493
302,9.55498376680841
303,15.2880665266164
308,8.19846710908294
310,5.35549105666111
314,5.82311217123951
315,5.50238027618678
316,4.20222115360308
317,3.57216948077182
320,6.59946230715114
321,6.7200895527022
322,6.92822660198708
323,6.19392267354849
324,8.59263430620306
327,9.27264139637478
328,8.25971014892331
329,7.10089211415503
331,3.74032086304253
334,7.68230051206442
335,5.65707809409205
336,3.38609865700064
337,4.28447055402535
338,4.14507413126499
341,3.66903385404673
342,4.1371065297239
343,3.77964076819337
344,2.98268916729441
345,3.77529210142833
348,3.3597055519872
349,3.2846389944734
350,4.4538745266541
351,3.77968155257236
352,3.1289953047621
355,3.17189776911701
356,3.34411465285267
357,3.52919936827122
358,3.58506093345464
362,3.41197807120408
363,3.17814211125377
364,3.30832110893212
365,2.65318508161534
