,Predicted_Type
1,1.0831616204548
2,1.11275831058505
3,1.13380700442509
4,0.987180288871711
5,1.42093526436709
6,0.976538425285437
7,1.07150539628418
8,1.09628327589397
9,1.11628711745923
10,1.1504921363313
11,1.00456527265722
12,1.15642871219305
13,1.10175747518143
14,0.953835980732427
15,0.907732746173083
16,1.09472204791654
17,1.09789333947398
18,1.12714540398819
19,0.889432131549118
20,1.20345023141374
21,1.20673834668116
22,1.44920903566297
23,1.12141855133706
24,1.27758396219709
25,1.29910647505891
26,1.37713335511819
27,1.08962126080853
28,1.24471543408488
29,1.18882449942455
30,1.25511667511187
31,1.14782679970788
32,1.06197351515743
33,1.21728842577493
34,1.12165043393329
35,1.23411172011794
36,1.28304185243508
37,1.22501534379309
38,1.28287120936594
39,1.24359731523915
40,1.19242479677476
41,1.22927551055649
42,1.31095954570995
43,1.0292594365
44,1.476308099535
45,1.29366931311475
46,1.22861633510078
47,1.11968809281784
48,1.15527225811836
49,1.23948435897744
50,1.06511500729289
51,1.13377078614378
52,1.07616980836921
53,1.00178435889017
54,1.07560781588143
55,1.18673871083469
56,1.30449126552246
57,1.20141273233992
58,1.06903167427304
59,1.03776517968147
60,2.42925920269857
61,1.89871674383489
62,2.27997899887088
63,1.73493443875768
64,1.6755787772455
65,2.01536318910903
66,1.51252765456481
67,1.46078608241555
68,1.89315019284123
69,1.72037417676102
70,1.99247786280034
71,2.0742033272907
72,1.68261873302302
73,2.10860542388378
74,1.48317753735768
75,1.68437801922487
76,2.20244141256589
77,1.95103686670686
78,2.14802881774828
79,1.67188391912168
80,1.77899634936349
81,1.97516234103255
82,1.50048232141971
83,2.04797849402163
84,2.27559171270838
85,1.75131632236254
86,1.78165575498972
87,2.19360295397328
88,2.17526496492033
89,1.90472728945467
90,2.027602571645
91,2.06344772454161
92,2.44292685429751
93,2.15668514203616
94,1.91652491461365
95,2.0110629717558
96,1.50022150453041
97,2.46235296957924
98,1.69784694998986
99,1.34637108303226
100,1.58874741564515
101,1.67594655151373
102,2.06056936039257
103,1.88126282774145
104,2.40642415735055
105,1.75342850621141
106,2.05254786605336
107,1.80777905946484
108,2.09507395842056
109,2.12982836574243
110,1.45927805039361
111,2.03654108149184
112,2.04706731182947
113,1.64737603723795
114,2.10914138586061
115,1.89507649819597
116,2.01820417121503
117,2.16975045512537
118,2.07835591233118
119,2.35423028056837
120,2.00295340269042
121,1.57994309779775
122,1.2152994379338
123,2.16642132329241
124,1.88754069638435
125,1.7712067089372
126,1.79343345757517
127,1.70182267492437
128,2.19279748748935
129,2.0548045483078
130,2.10813156989865
131,2.20354405012633
132,2.55495113404263
133,3.01697762210864
134,2.7533051956966
135,2.64214821422778
136,2.59808231112473
137,2.84360959991345
138,3.66184940896366
139,2.81570883955694
140,3.0170516765056
141,2.55177184974107
142,2.33110883464754
143,2.8391479525507
144,2.56373852693779
145,2.4912380719487
146,2.55591251567558
147,3.66307102545892
148,3.10871520455606
149,3.05419586315959
150,2.82216444259538
151,2.79241876090313
152,3.25993438105321
153,3.55014497325682
154,2.79817428714919
155,3.15112958404963
156,3.10000445812813
157,3.12225970735991
158,3.05989546955371
159,2.90258378711997
160,3.06576133424664
161,3.38995346635099
162,2.44614978856091
163,2.78153100244841
164,2.46645444159827
165,3.14158404207178
166,3.448243209899
167,2.93420313789657
168,3.02152679082243
169,2.74411789150225
170,3.06246672708393
171,3.2049331197372
172,3.76044759288411
173,2.68884949886713
174,2.64887978688898
175,2.84867497781525
176,2.7463519230231
177,2.53144105695667
178,3.29429569813567
