,Predicted_censored,CensoredProbability,NonCensoredProbability
1,0,0.870139883367774,0.129860116632226
2,0,0.870139883367774,0.129860116632226
3,0,0.633358794934259,0.366641205065741
4,0,0.870139883367774,0.129860116632226
5,1,0.169303586155352,0.830696413844648
6,1,0.163918337550356,0.836081662449644
7,0,0.870139883367774,0.129860116632226
8,0,0.870139883367774,0.129860116632226
9,1,0.169303586155352,0.830696413844648
10,0,0.870139883367774,0.129860116632226
11,1,0.169303586155352,0.830696413844648
12,1,0.169303586155352,0.830696413844648
13,0,0.870139883367774,0.129860116632226
14,0,0.870139883367774,0.129860116632226
15,0,0.870139883367774,0.129860116632226
16,1,0.441511948102366,0.558488051897634
17,1,0.441511948102366,0.558488051897634
18,0,0.633358794934259,0.366641205065741
19,0,0.852029537604167,0.147970462395833
20,1,0.441511948102366,0.558488051897634
21,0,0.870139883367774,0.129860116632226
22,0,0.633358794934259,0.366641205065741
23,1,0.441511948102366,0.558488051897634
24,0,0.633360954450911,0.366639045549089
25,1,0.0898059772508075,0.910194022749192
26,0,0.870139883367774,0.129860116632226
27,1,0.441511948102366,0.558488051897634
28,1,0.441511948102366,0.558488051897634
29,1,0.441511473636036,0.558488526363964
30,0,0.870139883367774,0.129860116632226
31,1,0.441511948102366,0.558488051897634
32,1,0.44206638855272,0.55793361144728
33,0,0.870139883367774,0.129860116632226
34,0,0.849249672630856,0.150750327369144
35,0,0.870139883367774,0.129860116632226
36,1,0.441511948102366,0.558488051897634
37,1,0.169303586155352,0.830696413844648
38,0,0.856485737132867,0.143514262867133
39,1,0.441511948102366,0.558488051897634
40,0,0.870139883367774,0.129860116632226
41,0,0.633358794934259,0.366641205065741
42,1,0.441511948102366,0.558488051897634
43,1,0.252965969854702,0.747034030145298
44,1,0.441511948102366,0.558488051897634
45,1,0.169303586155352,0.830696413844648
46,0,0.870139883367774,0.129860116632226
47,0,0.870139883367774,0.129860116632226
48,1,0.169303586155352,0.830696413844648
49,0,0.870139883367774,0.129860116632226
50,1,0.175683576577601,0.824316423422399
51,0,0.633358794934259,0.366641205065741
52,0,0.870139883367774,0.129860116632226
53,0,0.633358794934259,0.366641205065741
54,1,0.441208224314017,0.558791775685983
55,1,0.441511948102366,0.558488051897634
56,1,0.178615519646105,0.821384480353895
57,0,0.870139883367774,0.129860116632226
