,Predicted_censored,CensoredProbability,NonCensoredProbability
1,0,0.689930462361891,0.310069537638109
2,0,0.701215324311698,0.298784675688302
3,1,0.457557925965118,0.542442074034882
4,0,0.693608591649507,0.306391408350493
5,0,0.53903844985231,0.46096155014769
6,1,-0.0683631713156529,1.06836317131565
7,0,0.7401908950555,0.2598091049445
8,0,0.731666346736344,0.268333653263656
9,1,0.200742836369131,0.799257163630869
10,0,0.69106086812343,0.30893913187657
11,1,0.483444934177459,0.516555065822541
12,1,0.345534556320266,0.654465443679734
13,0,0.713971499781184,0.286028500218816
14,0,0.656622983539752,0.343377016460248
15,0,0.717898168824789,0.282101831175211
16,0,0.614957219291891,0.385042780708109
17,0,0.711196688227745,0.288803311772256
18,0,0.705960489689112,0.294039510310888
19,0,0.804108884503758,0.195891115496242
20,0,0.734368871950992,0.265631128049008
21,0,0.649189344479578,0.350810655520422
22,0,0.660664366551068,0.339335633448932
23,0,0.670156901482456,0.329843098517544
24,0,0.702858137359567,0.297141862640433
25,1,-0.00443275458172465,1.00443275458172
26,0,0.630212873034396,0.369787126965604
27,1,0.462623961268444,0.537376038731556
28,0,0.6127354849464,0.3872645150536
29,0,0.648873662487472,0.351126337512528
30,0,0.630533307535217,0.369466692464783
31,0,0.647880291855024,0.352119708144976
32,0,0.625798770975478,0.374201229024522
33,0,0.768764134148395,0.231235865851605
34,0,0.749915365636759,0.250084634363241
35,0,0.555464475115666,0.444535524884334
36,0,0.63982974935025,0.36017025064975
37,1,0.409864275908611,0.590135724091389
38,0,0.744225724631306,0.255774275368694
39,0,0.551856192337396,0.448143807662604
40,0,0.594997196474948,0.405002803525052
41,0,0.548875379038668,0.451124620961332
42,1,0.417945813856657,0.582054186143343
43,1,0.345674673710707,0.654325326289293
44,0,0.610090990225668,0.389909009774332
45,0,0.575409224153724,0.424590775846276
46,0,0.810959364421521,0.189040635578479
47,0,0.723154652057574,0.276845347942426
48,1,0.243446030829391,0.756553969170609
49,0,0.710128319620742,0.289871680379258
50,0,0.523848545204931,0.476151454795069
51,0,0.664131999353884,0.335868000646116
52,0,0.622404627213941,0.377595372786059
53,0,0.638862641464132,0.361137358535868
54,1,0.346220927007019,0.653779072992981
55,1,0.312843392337048,0.687156607662952
56,1,0.468756127416104,0.531243872583896
57,0,0.732519449596488,0.267480550403512
58,0,0.791370720325462,0.208629279674538
59,0,0.659495403159753,0.340504596840247
60,0,0.690311773204295,0.309688226795705
61,1,0.325059965879226,0.674940034120774
62,0,0.648569720841076,0.351430279158924
63,1,0.248309611829012,0.751690388170988
64,0,0.667272908830214,0.332727091169786
65,0,0.669085884184637,0.330914115815363
66,1,0.295389162971467,0.704610837028533
67,1,0.386409612838616,0.613590387161384
68,1,0.0857456901766946,0.914254309823305
69,1,-0.0700828112080749,1.07008281120807
70,1,0.271250596281097,0.728749403718903
71,1,0.478835121428045,0.521164878571955
72,0,0.677496201968427,0.322503798031573
73,0,0.548039865407362,0.451960134592638
74,1,0.100240753691111,0.899759246308889
75,1,0.196019945084847,0.803980054915153
76,1,0.484501594669462,0.515498405330538
77,0,0.636042545060852,0.363957454939148
78,1,0.373090295814729,0.626909704185271
79,1,0.386483359330563,0.613516640669437
80,0,0.60161938181339,0.39838061818661
81,1,0.30148992697025,0.69851007302975
82,0,0.575851368768867,0.424148631231133
83,1,0.313229390489852,0.686770609510148
84,0,0.575586330190925,0.424413669809076
85,0,0.539178709533418,0.460821290466582
86,0,0.577985501415123,0.422014498584877
87,0,0.51548684721655,0.48451315278345
88,1,0.219634660033723,0.780365339966277
89,1,0.0238497015636387,0.976150298436361
90,1,0.482471812496204,0.517528187503796
91,1,0.354768865668214,0.645231134331786
92,0,0.789081548289101,0.210918451710899
93,0,0.782122693716462,0.217877306283538
94,0,0.736590825454004,0.263409174545996
95,0,0.558795482158675,0.441204517841325
96,0,0.731474758612684,0.268525241387316
97,1,0.150566294035244,0.849433705964756
98,0,0.514378752219845,0.485621247780155
99,0,0.642205313360612,0.357794686639388
