,Predicted_Adjusted,AuditLowriskProbability,AuditHighriskProbability
1,0,1,2.22044604925033e-16
2,0,0.999999999994353,5.64751399923144e-12
3,0,0.999999999810287,1.89713189232216e-10
4,0,0.672955733739659,0.327044266260341
5,1,0.344495586928876,0.655504413071124
6,0,1,2.22044604925033e-16
7,1,0.0385995557062063,0.961400444293794
8,0,0.99999999973605,2.63949956615728e-10
9,0,0.99999999527928,4.72071975399436e-09
10,0,0.999999999988326,1.16744933398168e-11
11,0,1,2.22044604925033e-16
12,0,1,2.22044604925033e-16
13,0,1,2.22044604925033e-16
14,0,1,2.22044604925033e-16
15,1,0.0310054057132494,0.968994594286751
16,0,0.999999997542774,2.45722633546261e-09
17,0,1,2.22044604925033e-16
18,0,1,2.22044604925033e-16
19,0,0.576299620819775,0.423700379180225
20,0,0.534871052327382,0.465128947672618
21,0,0.999808361220597,0.00019163877940319
22,0,0.999270531715962,0.000729468284037949
23,0,1,2.22044604925033e-16
24,0,0.999490183451038,0.000509816548962017
25,0,1,2.22044604925033e-16
26,0,0.999888722364762,0.000111277635237521
27,0,0.999994244452627,5.75554737264016e-06
28,0,0.996613624548032,0.00338637545196756
29,0,0.779411634512877,0.220588365487123
30,0,0.999828010735554,0.000171989264445511
31,0,1,2.22044604925033e-16
32,0,0.514836400985027,0.485163599014973
33,0,1,2.22044604925033e-16
34,0,1,2.22044604925033e-16
35,0,0.999999999039087,9.60913378276899e-10
36,0,1,2.22044604925033e-16
37,0,0.894277127692759,0.105722872307241
38,0,0.999999999836284,1.63715672902731e-10
39,0,0.964400454694894,0.0355995453051058
40,0,0.999997903540482,2.09645951809496e-06
41,1,0.0107931508726683,0.989206849127332
42,0,1,2.22044604925033e-16
43,0,0.738029241154851,0.261970758845149
44,0,1,2.22044604925033e-16
45,0,0.987320050793247,0.0126799492067533
46,0,0.701140376180394,0.298859623819606
47,0,1,2.22044604925033e-16
48,1,0.120437089961492,0.879562910038508
49,0,1,2.22044604925033e-16
50,1,0.257088502750174,0.742911497249826
51,0,0.999997389227008,2.61077299250134e-06
52,1,8.91873241926078e-11,0.999999999910813
53,0,0.820532376240666,0.179467623759334
54,0,1,2.22044604925033e-16
55,0,1,2.22044604925033e-16
56,0,0.998319900884556,0.00168009911544379
57,0,0.999988659455407,1.13405445928617e-05
58,0,0.99999698418944,3.01581055975822e-06
59,0,0.999999999999714,2.85873265076955e-13
60,0,0.546367648008893,0.453632351991107
61,0,0.999984179191354,1.58208086457707e-05
62,0,0.999999999786399,2.13600709793202e-10
63,0,0.999999990925198,9.07480155754063e-09
64,0,0.778262076206536,0.221737923793464
65,0,0.967635328983026,0.0323646710169738
66,0,0.999999995838722,4.16127834280447e-09
67,1,0.0267081924553253,0.973291807544675
68,0,0.999983331024154,1.6668975845711e-05
69,0,1,2.22044604925033e-16
70,0,1,2.22044604925033e-16
71,0,0.995444523401926,0.00455547659807401
72,0,1,2.22044604925033e-16
73,0,1,2.22044604925033e-16
74,0,0.999999999999965,3.53981674684888e-14
75,1,0.309294051170148,0.690705948829852
76,0,1,2.22044604925033e-16
77,0,1,2.22044604925033e-16
78,1,0.00295966623983468,0.997040333760165
79,0,0.999969551372451,3.04486275489783e-05
80,0,1,2.61112347065905e-16
81,0,0.999992635555129,7.36444487128924e-06
82,0,0.981812599715594,0.0181874002844057
83,0,0.999999973113404,2.68865959263398e-08
84,1,0.0823385542548626,0.917661445745137
85,0,0.999999999523614,4.763862660862e-10
86,0,0.988824986042954,0.0111750139570464
87,0,1,2.22044604925033e-16
88,0,0.993900715866528,0.0060992841334716
89,0,0.99999999999859,1.40998186073071e-12
90,0,1,2.22044604925033e-16
91,1,0.00591742910881066,0.994082570891189
92,0,0.981932749267452,0.0180672507325481
93,0,0.99999999999998,1.99259542953114e-14
94,1,0.000617485302303433,0.999382514697697
95,1,0.133040364769853,0.866959635230147
96,1,0.396956468918205,0.603043531081795
97,0,0.971864894278497,0.0281351057215035
98,0,0.906070517336613,0.0939294826633866
99,0,0.930479392483251,0.0695206075167492
100,0,0.999999977566429,2.2433571343324e-08
101,0,0.98612767093401,0.0138723290659902
102,0,0.999637089030704,0.000362910969296142
103,1,0.132924941933794,0.867075058066206
104,0,0.999999999975501,2.44992061973057e-11
105,0,0.558089012501548,0.441910987498452
106,0,0.999999967927741,3.20722592019224e-08
107,0,0.999999999888044,1.11955895555734e-10
108,0,0.950780597985688,0.0492194020143115
109,0,1,2.22044604925033e-16
110,0,0.999999999999996,4.29039515169264e-15
111,0,1,2.22044604925033e-16
112,0,0.999999930372383,6.96276174943071e-08
113,1,0.111230834229319,0.888769165770681
114,0,0.999999998851479,1.14852123938518e-09
115,0,0.99999999621328,3.78671978776361e-09
116,0,0.685374829873717,0.314625170126283
117,0,0.999885308286413,0.000114691713586719
118,0,1,2.22044604925033e-16
119,1,0.0254257893636434,0.974574210636357
120,0,1,2.22044604925033e-16
121,0,0.999999999999794,2.0618976158766e-13
122,0,1,2.22044604925033e-16
123,0,1,2.22044604925033e-16
124,0,0.999999999995298,4.70240608059214e-12
125,1,0.0484518747358337,0.951548125264166
126,0,0.999999998556409,1.44359073603804e-09
127,0,0.999999999973851,2.61488170690276e-11
128,1,6.36374230973402e-05,0.999936362576903
129,0,0.896676453106974,0.103323546893026
130,0,1,2.22044604925033e-16
131,0,0.99999999999715,2.85038795095766e-12
132,0,1,2.22044604925033e-16
133,1,0.0600329415968832,0.939967058403117
134,0,0.916079130474503,0.0839208695254971
135,0,0.96765828478446,0.0323417152155402
136,0,0.999999999999982,1.75004846115495e-14
137,0,1,2.22044604925033e-16
138,0,1,2.22044604925033e-16
139,0,1,2.22044604925033e-16
140,0,0.999999999999998,1.81800665125188e-15
141,0,1,2.22044604925033e-16
142,0,1,2.22044604925033e-16
143,0,0.999999999999999,5.48073750491028e-16
145,0,0.999410920706976,0.000589079293024429
146,0,0.999997054205818,2.94579418243811e-06
147,1,0.177123379137377,0.822876620862623
148,0,0.999475088399124,0.00052491160087565
149,0,1,2.22044604925033e-16
150,1,0.0843881305737743,0.915611869426226
151,0,0.992744221142234,0.00725577885776567
152,1,0.108431059235558,0.891568940764442
153,0,0.955384788530152,0.0446152114698482
154,0,0.999999999876022,1.23978120336603e-10
155,0,0.999995561711351,4.43828864906397e-06
156,1,0.075282512027964,0.924717487972036
157,0,0.998063639124727,0.00193636087527351
158,0,0.942665593823405,0.0573344061765946
159,0,0.757288340742786,0.242711659257214
160,0,0.993699776886081,0.0063002231139186
161,0,0.733822904695591,0.266177095304409
162,0,0.845506603940344,0.154493396059656
163,0,0.946442547787734,0.0535574522122662
164,0,0.868174123747804,0.131825876252196
165,0,0.99999999993074,6.92599124039661e-11
166,1,0.047336752091181,0.952663247908819
167,0,1,2.22044604925033e-16
168,0,0.997767993728824,0.00223200627117635
169,1,0.420169535512511,0.579830464487489
170,0,1,2.22044604925033e-16
171,0,0.999999999999183,8.1680749865931e-13
172,0,1,2.22044604925033e-16
173,0,0.999999335774601,6.64225399464976e-07
174,0,1,2.22044604925033e-16
175,0,1,2.22044604925033e-16
176,0,0.987231384447615,0.0127686155523847
177,0,0.999999973310109,2.66898912575549e-08
178,0,1,2.22044604925033e-16
179,1,1.45228118419993e-09,0.999999998547719
180,1,0.321344071305078,0.678655928694922
181,0,0.904798065447002,0.0952019345529981
182,0,1,2.22044604925033e-16
183,0,0.999999658286277,3.41713722734801e-07
184,0,0.999871330318395,0.000128669681604733
