,Predicted_Type
1,0.978944049013993
2,1.01244239445114
3,1.04658838129699
4,0.899124405348634
5,1.3821976353511
6,0.896715026205894
7,0.919509558143499
8,0.974952682994296
9,0.997432037986771
10,1.05628722023261
11,0.903457347439235
12,1.02110035168325
13,0.984335533560074
14,0.856435517733691
15,0.809789751930536
16,1.00845242075725
17,1.01661947277849
18,1.09154304995504
19,0.820991911980018
20,1.0964513479936
21,1.13433627363802
22,1.30929466443776
23,1.00204212006186
24,1.16162102135539
25,1.17415608617979
26,1.34530924945409
27,0.99182286603539
28,1.13037296450142
29,1.09660515209236
30,1.10577055599566
31,1.07733538790709
32,0.982883489570339
33,1.1289477853219
34,1.06888723477776
35,1.13365555767011
36,1.20297260928504
37,1.14479715065086
38,1.19713890368893
39,1.1732883967098
40,1.06964198290051
41,1.1918684850542
42,1.19476699579396
43,0.933710162976893
44,1.39620727621849
45,1.2566403140155
46,1.0992419475518
47,0.998213904201784
48,1.07871089029427
49,1.14715354695484
50,1.00014155232736
51,1.04906073563975
52,0.949119390628787
53,0.946376046640363
54,0.987159093498712
55,1.10444820702538
56,1.23157171646605
57,1.11962895087822
58,0.994844024703013
59,0.976666829602628
60,2.48026383480146
61,2.00697661085865
62,2.62546571554808
63,1.67166142504917
64,1.82053802618032
65,2.17181729979282
66,1.54223645574703
67,1.45730966684818
68,1.8855491085444
69,1.72989352388038
70,2.05132801344768
71,2.05245544606147
72,1.62838188170167
73,2.05811908495173
74,1.54960941871261
75,1.72508609266569
76,2.41650849493505
77,1.97625836791649
78,2.25880108273898
79,1.7374192497312
80,1.81910415839506
81,2.14401433708201
82,1.42929341452194
83,2.0693643739194
84,2.29429182160844
85,1.74241182702926
86,1.75772332012806
87,2.36217536849755
88,2.26889235226727
89,1.94582482844314
90,2.01324805915062
91,2.08955099989908
92,2.5499515078514
93,2.1958695564038
94,1.88910755288965
95,2.20988758826732
96,1.57274309332839
97,2.55694864527023
98,1.74697577773874
99,1.43262312870652
100,1.63143049097906
101,1.70098398793876
102,1.98151972708658
103,1.9056242676614
104,2.77747151641995
105,1.68784370210242
106,2.12959916546096
107,1.76513595709944
108,2.12395116109435
109,2.33179751931384
110,1.47552919224865
111,2.31598701124262
112,2.15852991003337
113,1.68152866619747
114,2.47500680217071
115,2.031021663445
116,2.35235198459909
117,2.22853721300588
118,2.26313437340875
119,2.28953776891089
120,1.94680607629657
121,1.65290832112903
122,1.39532092178567
123,2.22903233301988
124,1.81252074195578
125,1.75893099221609
126,1.912950859589
127,1.87497694498255
128,2.61112938016669
129,2.2771493794017
130,2.09376091268779
131,2.30810313514669
132,2.58747849016008
133,3.27118955299841
134,2.88957938331374
135,2.81390708773458
136,2.74734041899692
137,2.77570934153679
138,3.93663959026306
139,2.64295059545823
140,3.18367390771966
141,2.37592011426894
142,2.03439254783286
143,2.63690722356737
144,2.30366983781231
145,2.43609531475248
146,2.40766620557055
147,3.08773434272597
148,2.9742901018769
149,3.06974707486323
150,3.09590806502146
151,3.05218156469204
152,3.87800776380789
153,4.57131257723214
154,2.88152030758217
155,3.69004311451369
156,3.04749721054544
157,2.92863545469941
158,3.41356590171001
159,3.05618061958415
160,3.33517359770581
161,3.973808515897
162,2.27204652250766
163,2.81632855685368
164,2.34406731013001
165,2.99968129144914
166,3.15513675599438
167,2.97979058434411
168,2.95808505250213
169,2.640917435664
170,2.9488776549626
171,3.30283088308462
172,4.14384730353586
173,2.44407629348841
174,2.3321874022893
175,2.76314632032709
176,2.73116169998767
177,2.60708501734256
178,3.18948856825041
