,Predicted_AverageOzoneReading
5,5.795
6,5.86833333333333
7,4.71733333333333
8,5.222
9,5.564
12,6.54266666666667
13,6.11366666666667
14,4.47366666666667
15,7.80933333333333
16,8.61866666666666
19,7.13133333333333
21,4.21266666666667
22,4.70666666666667
23,7.03666666666667
27,8.487
29,6.654
30,9.46766666666667
33,11.6953333333333
34,8.34933333333333
35,2.727
36,3.35933333333333
37,4.79366666666667
40,3.52133333333333
41,3.96
43,6.855
44,6.10566666666667
48,10.048
49,12.0723333333333
51,6.16333333333333
54,4.816
55,5.59866666666667
56,9.90633333333333
57,13.0346666666667
58,16.686
61,3.04166666666667
62,3.89566666666667
63,3.58966666666667
65,4.36366666666667
68,6.017
69,5.614
70,3.265
71,3.068
72,7.98233333333333
75,13.07
76,10.2563333333333
77,19.1573333333333
78,11.9463333333333
79,7.64333333333333
82,11.0313333333333
83,9.44266666666667
85,11.5653333333333
86,8.53533333333333
89,8.26033333333333
90,10.1626666666667
91,10.7166666666667
92,7.40533333333333
93,9.85733333333333
96,3.79133333333333
97,7.545
98,10.623
99,4.57133333333333
100,8.22933333333333
103,4.683
104,4.35366666666667
105,6.38566666666667
106,3.29066666666667
110,12.5763333333333
111,17.8923333333333
112,15.8806666666667
113,7.206
114,9.02466666666667
117,11.2146666666667
118,5.78333333333333
119,7.077
120,16.154
121,20.0973333333333
125,10.1326666666667
127,3.276
128,10.0146666666667
131,17.97
132,25.053
133,26.7716666666667
134,24.878
135,27.111
146,8.50133333333333
149,6.90166666666667
154,14.8363333333333
155,16.4316666666667
156,13.5203333333333
159,8.87366666666667
160,7.02833333333333
161,4.949
162,2.63866666666667
163,9.38233333333333
166,22.6543333333333
167,23.8343333333333
168,15.7033333333333
169,13.425
170,22.5053333333333
173,15.5103333333333
174,16.46
175,18.1746666666667
176,18.433
188,29.8536666666667
191,23.0943333333333
194,15.73
195,15.9013333333333
196,18.6286666666667
198,18.0573333333333
201,22.4756666666667
202,25.2426666666667
203,25.2953333333333
205,20.944
208,17.3283333333333
209,23.8716666666667
210,20.8213333333333
215,11.1853333333333
216,10.7356666666667
222,14.2056666666667
224,23.3456666666667
225,20.2983333333333
229,6.30266666666667
230,7.29333333333333
231,9.909
233,15.223
237,21.4243333333333
238,23.1013333333333
239,23.6096666666667
240,28.2926666666667
243,32.3453333333333
244,23.57
245,20.8933333333333
246,19.381
247,16.163
251,22.871
252,17.046
257,23.8646666666667
258,20.5566666666667
259,4.19933333333333
261,8.75133333333333
265,18.7616666666667
266,14.1836666666667
268,8.86233333333333
271,11.1296666666667
272,11.275
273,5.432
274,4.815
275,5.94833333333333
278,15.4606666666667
279,22.6323333333333
280,24.1506666666667
281,19.6996666666667
282,13.5316666666667
286,12.1736666666667
287,24.3656666666667
288,22.2226666666667
289,14.2556666666667
292,8.96633333333333
293,13.789
294,10.6436666666667
295,11.7803333333333
296,6.924
301,6.00866666666667
302,6.904
303,8.22033333333334
308,14.8683333333333
310,12.9723333333333
314,12.7423333333333
315,7.81766666666667
316,5.76433333333333
317,5.065
320,6.05866666666667
321,7.606
322,7.782
323,9.515
324,13.2346666666667
327,9.97766666666667
328,10.128
329,9.712
331,6.615
334,6.21133333333333
335,7.16866666666667
336,5.42466666666667
337,7.49133333333333
338,8.704
341,4.71066666666667
342,7.335
343,6.61433333333333
344,5.273
345,6.38733333333333
348,4.54666666666667
349,4.901
350,7.403
351,4.10333333333333
352,6.223
355,5.77933333333333
356,5.349
357,4.919
358,6.62466666666666
362,9.96133333333333
363,5.882
364,6.11566666666667
365,3.78333333333333
