,Predicted_AverageOzoneReading
5,4.64409471633786
6,6.18575232934637
7,3.98365980961568
8,4.48415542372977
9,4.35448511911424
12,5.57173855007642
13,6.18312223874061
14,4.13978521339201
15,5.91314884713374
16,5.11581497575134
19,7.23746818258824
21,4.05390379470105
22,4.01969080744802
23,4.26693666432949
27,5.81089948530043
29,5.21306577379612
30,5.50924041701509
33,12.8615942930611
34,7.03095664623508
35,6.91437144620582
36,4.93083513556067
37,7.08599677004636
40,4.04025872164138
41,6.24090809026221
43,5.50644590954874
44,10.0724858096642
48,11.992697875949
49,15.0629566519796
51,5.31092540309321
54,5.51897334543199
55,5.15295703767314
56,12.6652546670894
57,8.97486097702721
58,19.6378244691667
61,4.23729004122692
62,4.67268375051502
63,3.97846907278245
65,5.78421195908269
68,5.50118504204553
69,4.38489818055565
70,5.73249872472957
71,5.26008547824001
72,9.54314619708401
75,17.0162481459687
76,13.0850283692465
77,19.7001697115193
78,9.20626761709543
79,10.4537720329402
82,12.7294848443013
83,13.1446560891189
85,11.3486188779893
86,6.15792834609234
89,9.14276253479829
90,6.71096052036434
91,8.80853754949529
92,6.12919408749296
93,11.9536857058537
96,5.1643322565168
97,5.41181098673755
98,8.27293420247971
99,4.60741085812996
100,4.90919563043998
103,5.09016960899896
104,5.38768835603069
105,5.40845380750731
106,6.35745633459101
110,16.5121787848336
111,21.6438572844322
112,14.9915610977156
113,5.78892587703962
114,8.949297179782
117,7.52288108485427
118,4.96085121558224
119,5.48136890788105
120,18.4974045151201
121,21.8267407555765
125,12.8173463629949
127,6.21884010403712
128,7.84665517267786
131,20.5647894216427
132,26.8132607087149
133,30.9011880040072
134,26.9564442649105
135,31.1072834264506
146,7.44883138519609
149,8.50972349235959
154,14.1942469289091
155,9.12161295393551
156,11.7215137704453
159,6.93220609455102
160,7.1402249212723
161,4.47592811003315
162,5.83227686181737
163,7.58385742019937
166,26.0986184301825
167,26.9562605327251
168,16.8767463428369
169,16.3731031558869
170,25.347567085241
173,13.3867781778675
174,17.5543676501193
175,15.4658051487926
176,18.0695875549493
188,-49.3253238997518
191,24.8905790137211
194,18.8000952832401
195,14.0415820105864
196,20.3122608768023
198,12.8278549642692
201,21.4400281518295
202,46.9866822341269
203,30.0937665294444
205,20.9888668273524
208,15.1233980599893
209,24.0137082905674
210,21.7485735111177
215,9.38493286477697
216,7.39850599635764
222,7.95440746258397
224,24.4950904680766
225,13.7582058435699
229,5.32291372446104
230,7.61266978254278
231,5.57415518021504
233,13.2983799486416
237,17.7107787085407
238,94.1625653408103
239,13.9313537589425
240,33.8737886233224
243,37.8109920015
244,23.4502974332337
245,18.8796667056463
246,18.7760689005189
247,19.5026566890221
251,25.9511858991283
252,17.9360398617114
257,25.6261531150442
258,20.4184903592201
259,8.2113023337269
261,9.07242700080324
265,12.0146007587224
266,14.5321271312317
268,13.2677231659391
271,12.3276929204421
272,13.4786631707871
273,10.0016053904241
274,6.26900809305481
275,5.1246916980228
278,17.902532979045
279,25.7588742685306
280,29.5921536574742
281,19.8131484210663
282,8.54513326230712
286,13.6049168449
287,28.1087930546463
288,16.3660849468641
289,11.4111296049908
292,7.05993055882375
293,16.7900069805626
294,10.6440461513385
295,7.3333858912818
296,7.05719888567037
301,5.83445815874513
302,6.24304642492642
303,9.86433676673344
308,9.51121048574713
310,5.6889590227967
314,6.90885969158763
315,12.5217148188121
316,5.03915286228972
317,4.27231637490909
320,6.11287202469105
321,6.64785593665877
322,7.92562389739563
323,6.0787520868409
324,12.3690731553378
327,10.8686262291084
328,10.7011209940639
329,9.61509528488335
331,3.97723929288202
334,6.86971311330903
335,6.79779654861166
336,2.93593164254597
337,3.68029683737598
338,4.00298542390494
341,3.54407797160258
342,3.62001102643728
343,3.62769939683597
344,2.9233061146695
345,4.96138449387777
348,3.3531316174327
349,3.37064993580121
350,4.01271112747798
351,3.25166521219741
352,3.23531659292902
355,3.17011088378769
356,2.90252999720984
357,3.05644788696787
358,3.3198464412152
362,3.66610018402031
363,3.21296078574062
364,3.56569623749925
365,2.9273815161217
