,Predicted_censored,CensoredProbability,NonCensoredProbability
1,0,0.781509814852991,0.218490185147009
2,0,0.794643937493647,0.205356062506353
3,1,0.328570463075902,0.671429536924098
4,0,0.777291524112673,0.222708475887327
5,1,0.486168916821608,0.513831083178392
6,1,0.147129315192004,0.852870684807996
7,0,0.872986149171963,0.127013850828037
8,0,0.86708612209495,0.13291387790505
9,1,0.155182025999458,0.844817974000542
10,0,0.788826877879356,0.211173122120644
11,1,0.363432923002924,0.636567076997076
12,1,0.239954862365323,0.760045137634677
13,0,0.795840271145468,0.204159728854532
14,0,0.75667938828657,0.24332061171343
15,0,0.813995338198744,0.186004661801256
16,0,0.651274018127303,0.348725981872697
17,0,0.648487607053727,0.351512392946273
18,0,0.787805726489503,0.212194273510497
19,0,0.892369939660836,0.107630060339164
20,0,0.684435834134311,0.315564165865689
21,0,0.714624718701311,0.285375281298689
22,0,0.726386332370635,0.273613667629365
23,0,0.771608583929341,0.228391416070659
24,0,0.78579435088355,0.21420564911645
25,1,0.110412149421475,0.889587850578525
26,0,0.705866405401853,0.294133594598147
27,1,0.414464095636255,0.585535904363745
28,0,0.658565210605827,0.341434789394173
29,0,0.658585452505256,0.341414547494744
30,0,0.707260198095283,0.292739801904717
31,0,0.740868447773247,0.259131552226753
32,0,0.710771868462815,0.289228131537185
33,0,0.930625515626483,0.0693744843735172
34,0,0.758431737001151,0.241568262998849
35,0,0.585151834171138,0.414848165828862
36,0,0.654302779191876,0.345697220808124
37,1,0.347437887824861,0.652562112175139
38,0,0.731312989615432,0.268687010384568
39,0,0.545041944067104,0.454958055932896
40,0,0.629929834629243,0.370070165370756
41,0,0.52594591363895,0.47405408636105
42,1,0.371698551568239,0.628301448431761
43,1,0.319758711213566,0.680241288786434
44,0,0.596057182670243,0.403942817329757
45,0,0.525293851970676,0.474706148029324
46,0,0.922779028187151,0.0772209718128493
47,0,0.848165749295324,0.151834250704676
48,1,0.256745265628747,0.743254734371253
49,0,0.801844710187503,0.198155289812497
50,1,0.481421825814794,0.518578174185206
51,0,0.700914557636979,0.299085442363021
52,0,0.671586271728811,0.328413728271189
53,0,0.667872595903152,0.332127404096848
54,1,0.286650475675941,0.713349524324059
