,Predicted_censored,CensoredProbability,NonCensoredProbability
1,0,0.721840519265131,0.278159480734869
2,0,0.734199124456741,0.265800875543259
3,1,0.428537948351893,0.571462051648107
4,0,0.719912953264276,0.280087046735724
5,0,0.530033156161313,0.469966843838687
6,1,0.144342560703914,0.855657439296086
7,0,0.772510952821365,0.227489047178635
8,0,0.770965570520124,0.229034429479876
9,1,0.250928130812581,0.749071869187419
10,0,0.729782652195768,0.270217347804232
11,1,0.436180664496423,0.563819335503577
12,1,0.213116834809597,0.786883165190403
13,0,0.733319020936432,0.266680979063568
14,0,0.709771438119799,0.2902285618802
15,0,0.737721907658831,0.262278092341169
16,0,0.660978583326907,0.339021416673093
17,0,0.690657851290536,0.309342148709464
18,0,0.723524526088403,0.276475473911597
19,0,0.800672348818377,0.199327651181623
20,0,0.731424385752967,0.268575614247033
21,0,0.688083336067096,0.311916663932904
22,0,0.705858422807918,0.294141577192082
23,0,0.710453508158158,0.289546491841842
24,0,0.721133937262563,0.278866062737437
25,1,0.106535046575983,0.893464953424017
26,0,0.67975795900008,0.32024204099992
27,1,0.455300290265609,0.544699709734391
28,0,0.643841392664515,0.356158607335485
29,0,0.654216688569835,0.345783311430165
30,0,0.673825860261868,0.326174139738132
31,0,0.683332943050086,0.316667056949914
32,0,0.670474409488077,0.329525590511922
33,0,0.829773335246159,0.170226664753841
34,0,0.745105309771166,0.254894690228834
35,0,0.610511024432231,0.389488975567769
36,0,0.65014251887043,0.34985748112957
37,1,0.454832890663365,0.545167109336635
38,0,0.740987066683698,0.259012933316302
39,0,0.594253117880169,0.405746882119831
40,0,0.67965545558631,0.32034454441369
41,0,0.587363346437843,0.412636653562157
42,0,0.567597245356092,0.432402754643908
43,1,0.353323321731398,0.646676678268602
44,0,0.600924375500144,0.399075624499856
45,0,0.550746146705943,0.449253853294057
46,0,0.819586043874233,0.180413956125767
47,0,0.755475286203788,0.244524713796212
48,1,0.234333139977731,0.765666860022269
49,0,0.736182375482552,0.263817624517448
50,0,0.567222459187321,0.432777540812679
51,0,0.673751424403697,0.326248575596303
52,0,0.668842460518815,0.331157539481185
53,0,0.668036481066244,0.331963518933756
54,1,0.234502758422207,0.765497241577793
55,1,0.285647749980788,0.714352250019212
56,1,0.464802481959919,0.535197518040081
57,0,0.755507397840606,0.244492602159394
58,0,0.798517967176623,0.201482032823377
59,0,0.705857074977369,0.294142925022631
60,0,0.715867810767024,0.284132189232976
61,1,0.311093149187178,0.688906850812822
62,0,0.687624816567779,0.312375183432221
63,1,0.216429711863042,0.783570288136958
64,0,0.716306915241413,0.283693084758587
65,0,0.690643510945828,0.309356489054172
66,1,0.235985730736695,0.764014269263305
67,1,0.352447163323046,0.647552836676954
68,1,0.0680938881893379,0.931906111810662
69,1,-0.0178770512377,1.0178770512377
70,1,0.319674616552117,0.680325383447883
71,0,0.563818136343524,0.436181863656476
72,0,0.703165510576777,0.296834489423223
73,0,0.551593503571804,0.448406496428196
74,1,0.103459479490437,0.896540520509563
75,1,0.216506448778456,0.783493551221544
76,0,0.532026538880055,0.467973461119945
77,0,0.670773250686687,0.329226749313313
78,1,0.376356734098897,0.623643265901103
79,1,0.443319388146674,0.556680611853326
80,0,0.640809306690083,0.359190693309917
81,1,0.205061316948576,0.794938683051424
82,0,0.632796716553778,0.367203283446222
83,1,0.343340129904834,0.656659870095166
84,0,0.679130576871719,0.320869423128281
85,0,0.593185559873278,0.406814440126722
86,0,0.570792506234732,0.429207493765268
87,0,0.542400019365117,0.457599980634883
88,1,0.171498495141758,0.828501504858242
89,1,-0.0105150069818649,1.01051500698186
90,1,0.497872777320917,0.502127222679083
91,1,0.249862942278987,0.750137057721013
92,0,0.793836876452339,0.206163123547661
93,0,0.807590350369979,0.192409649630021
94,0,0.771425721410097,0.228574278589903
95,0,0.585792051258021,0.414207948741979
96,0,0.770547123487304,0.229452876512696
97,1,0.184921646789114,0.815078353210886
98,1,0.494931287197003,0.505068712802997
99,0,0.654110302322472,0.345889697677528
100,0,0.756737478886935,0.243262521113065
101,0,0.564889278618299,0.435110721381701
102,0,0.732356134212692,0.267643865787308
103,0,0.752883918499596,0.247116081500404
104,0,0.689576079256317,0.310423920743682
105,1,0.346713123799318,0.653286876200682
106,0,0.669138799222586,0.330861200777414
107,0,0.744882082118888,0.255117917881112
108,0,0.564020744960013,0.435979255039987
109,0,0.69118238614026,0.30881761385974
110,0,0.715147116989858,0.284852883010142
111,0,0.650147496861584,0.349852503138416
112,0,0.660769096584795,0.339230903415205
113,1,-0.084274823028845,1.08427482302885
114,0,0.518092296058531,0.481907703941469
115,0,0.549642564680278,0.450357435319722
116,1,0.188902603516483,0.811097396483517
117,0,0.711401761859586,0.288598238140414
118,0,0.516007777041426,0.483992222958574
119,1,0.46772249481887,0.53227750518113
120,0,0.618983976797438,0.381016023202562
121,1,0.117615404089004,0.882384595910996
122,1,0.444635359338228,0.555364640661772
123,0,0.683156264552508,0.316843735447492
124,0,0.672505503350739,0.327494496649261
125,0,0.699877131963981,0.300122868036019
126,0,0.548206249813715,0.451793750186285
127,1,0.357715863206086,0.642284136793914
128,1,0.361795990172146,0.638204009827854
129,0,0.744120844101783,0.255879155898217
130,0,0.759550999572131,0.240449000427869
131,0,0.728133395302092,0.271866604697908
132,0,0.555561791990454,0.444438208009546
133,0,0.609644155819595,0.390355844180405
134,0,0.542087948411696,0.457912051588304
135,1,0.416457540694927,0.583542459305073
136,1,0.193017983682674,0.806982016317326
137,0,0.677445366886189,0.322554633113811
138,0,0.731704960838257,0.268295039161743
139,0,0.735108768985021,0.264891231014979
140,0,0.803832357695154,0.196167642304845
141,0,0.61234356074343,0.38765643925657
142,1,0.333338613236696,0.666661386763304
143,0,0.813152142354084,0.186847857645916
144,0,0.755168828305843,0.244831171694157
145,1,0.234149662102388,0.765850337897612
146,1,0.348495065889411,0.651504934110589
147,0,0.709064029005221,0.290935970994779
148,1,0.213811741528289,0.786188258471711
149,1,0.347629737198446,0.652370262801554
150,0,0.756804553829128,0.243195446170872
151,1,0.3774183779865,0.6225816220135
152,1,0.485703183058736,0.514296816941264
153,0,0.582786613111061,0.417213386888939
154,0,0.600714712494201,0.399285287505799
155,0,0.600871164749498,0.399128835250502
156,1,0.229952471605079,0.770047528394921
157,1,0.499157212535839,0.500842787464161
158,1,0.201772522324469,0.798227477675531
159,0,0.626257337351605,0.373742662648395
160,1,0.151031724751337,0.848968275248663
161,0,0.676614340772834,0.323385659227166
162,0,0.778512871273795,0.221487128726205
163,0,0.692575113393869,0.307424886606131
164,0,0.595250295176119,0.404749704823881
165,0,0.797936411165324,0.202063588834676
166,1,0.4058456360925,0.5941543639075
167,1,0.240433415400201,0.759566584599799
168,0,0.66242264508458,0.33757735491542
169,0,0.738409781992686,0.261590218007314
170,1,0.495751114866356,0.504248885133644
171,1,0.397814351630544,0.602185648369456
172,1,0.370282263404963,0.629717736595037
173,1,0.434616058961067,0.565383941038933
174,0,0.682047395553496,0.317952604446504
175,0,0.725393850281641,0.274606149718359
