,Predicted_price
4,11561.2329461562
5,14936.0653140398
7,19073.3450658846
9,21160.0267129723
11,12319.0791883427
12,11913.3756109568
13,15230.8186631229
14,15047.5556278339
19,-881.066750708023
20,5699.09195998838
21,6094.63421157218
22,5568.35987737304
23,6346.13880817875
24,8877.72315774741
25,6212.87582709072
26,7040.85056681797
27,7040.85056681797
29,10086.0153389803
30,13837.9634231093
31,3277.09739480372
32,6332.40529060012
33,5820.39070265296
34,7294.49970744407
35,7318.08912984619
36,7933.26701470504
37,7761.31505819627
38,9300.74586756953
39,9378.88582927656
40,9682.16969724973
41,7449.87749616853
42,9840.31648746081
43,10435.4934287649
48,27682.9782794247
51,5413.97847894307
52,6035.54456199154
53,6042.91625649221
54,6344.13856173304
55,6248.7795712913
60,10093.1966566879
61,10715.5583029388
62,10093.1966566879
63,10715.5583029388
65,9942.13410251643
66,14624.4382698516
68,24242.8539090245
69,24160.7937108166
70,23618.1444748029
71,26255.2858723694
73,32592.9960030784
77,6397.29656054003
78,7217.84222011093
79,7306.30255411888
80,8808.41621863089
81,11156.9478615364
82,9047.50009876915
86,9663.29614239682
87,9722.26969840212
88,11766.8465495635
89,9194.35493195216
90,6850.08890173504
91,6054.95968613202
92,6892.84472983888
93,6655.69921898082
94,5929.0259823482
95,6941.49791354326
96,6161.21678495721
97,6704.3524026852
98,5948.19238804992
99,6807.98030347637
100,8821.80449557219
101,9584.9083236936
102,17746.1006030242
103,17409.3260082714
104,17542.8777051621
105,18349.6599166862
106,20305.1922232623
107,19275.9691841845
108,16198.0080861044
109,18872.4515741601
112,17879.4900816293
113,18953.5402136674
116,16279.0967256117
117,18953.5402136674
118,19649.2602088299
119,5626.22829616093
120,8878.10326009147
121,6215.15644115512
122,6677.92237014954
123,7640.07555647495
124,10051.7855176055
126,16520.8618695526
133,11923.5887688215
134,12416.7323407709
135,15636.6206555724
136,12509.6156914793
137,14681.4869291848
138,15182.0130962962
139,5954.31928444007
140,6204.61003045207
141,7699.0330901739
142,8530.84628159451
143,8354.60548480061
144,9630.56117648666
145,9937.72309792714
146,12293.0975310762
147,8059.03195358169
148,9228.64131857861
149,10002.6652758646
150,11378.7045211043
151,5450.09992482503
152,6166.07787368627
153,5859.92639591379
154,6190.7796954533
155,7428.6899336481
156,8641.44885519742
157,7227.65889165815
158,6458.92188041184
159,7172.95737473555
160,6862.19033735474
161,6884.3592965905
162,6511.99774768474
163,7334.07513181146
164,8122.25713168483
165,7378.31970926514
166,10465.1344225247
167,9721.19700010498
168,12720.9710573012
169,12715.0737017006
170,12363.217360644
171,12925.9041644196
172,12603.5346013656
173,20132.0039969216
174,9902.25077670847
175,12813.5853402058
176,9311.38077218083
177,10179.3161387336
178,9376.25168378667
179,18751.878647187
180,18997.9280498413
181,18373.4758436416
183,9355.82494422632
184,10104.590158373
185,9085.25342049657
186,9834.01863464324
187,9926.90198535159
188,10667.1909956144
189,10629.7916628261
191,7709.91462815541
195,15950.5555876193
196,15696.3916026477
197,15797.3895356733
198,15521.1104671997
199,16915.0685303893
200,16646.1611564165
201,18254.3171425666
202,20440.6490972101
203,21950.8221344526
204,21688.2216435427
205,21260.2565196011
